zone_residence,zone_workplace,mode,residence,workplace,number,distance,time
bristol,bristol,passenger,E02003048,E02003054,2,7794,1039
bristol,bristol,driving,E02003054,E02003037,9,13965,1619
bristol,bristol,passenger,E02003054,E02003037,1,13965,1619
bristol,bristol,driving,E02003052,E02003047,55,9319,1266
bristol,bristol,passenger,E02003052,E02003047,7,9319,1266
bristol,bristol,driving,E02003051,E02003049,15,7438,1073
bristol,bristol,passenger,E02003051,E02003049,2,7438,1073
bristol,bristol,driving,E02003052,E02003058,19,4745,720
bristol,bristol,passenger,E02003052,E02003058,1,4745,720
bristol,bristol,driving,E02003058,E02003040,18,19523,2090
bristol,bristol,driving,E02003060,E02003052,59,3577,498
bristol,bristol,passenger,E02003060,E02003052,6,3577,498
bristol,bristol,taxi,E02003047,E02003064,1,9422,1510
bristol,bristol,driving,E02003047,E02003064,26,9422,1510
bristol,bristol,passenger,E02003047,E02003064,1,9422,1510
bristol,bristol,driving,E02003051,E02003057,11,6444,908
bristol,bristol,passenger,E02003051,E02003057,2,6444,908
bristol,bristol,driving,E02003052,E02003046,18,4391,686
bristol,bristol,passenger,E02003052,E02003046,2,4391,686
bristol,bristol,taxi,E02003051,E02003052,1,8649,1183
bristol,bristol,driving,E02003051,E02003052,34,8649,1183
bristol,bristol,passenger,E02003051,E02003052,6,8649,1183
bristol,bristol,driving,E02003053,E02003049,35,4879,688
bristol,bristol,passenger,E02003053,E02003049,4,4879,688
bristol,bristol,driving,E02003055,E02003037,13,14688,1790
bristol,bristol,taxi,E02003047,E02003050,1,4726,752
bristol,bristol,driving,E02003047,E02003050,68,4726,752
bristol,bristol,passenger,E02003047,E02003050,4,4726,752
bristol,other,driving,E02003053,E02003092,13,4979,794
bristol,other,driving,E02003050,E02003070,35,4512,718
bristol,other,passenger,E02003050,E02003070,2,4512,718
bristol,other,driving,E02003046,E02003092,12,8577,1213
bristol,other,passenger,E02003046,E02003092,2,8577,1213
bristol,bristol,driving,E02003050,E02003058,23,6932,1045
bristol,other,driving,E02003046,E02003070,20,7780,1037
bristol,other,passenger,E02003046,E02003070,1,7780,1037
bristol,bristol,driving,E02003053,E02003041,16,29642,2583
bristol,bristol,passenger,E02003053,E02003041,1,29642,2583
bristol,other,driving,E02003052,E02003068,27,6427,970
bristol,other,passenger,E02003052,E02003068,6,6427,970
bristol,bristol,driving,E02003054,E02003040,25,20110,2102
bristol,bristol,passenger,E02003054,E02003040,1,20110,2102
bristol,bristol,taxi,E02003050,E02003050,1,5749,758
bristol,bristol,driving,E02003050,E02003050,77,5749,758
bristol,bristol,passenger,E02003050,E02003050,11,5749,758
bristol,other,driving,E02003050,E02003077,29,3432,532
bristol,other,passenger,E02003050,E02003077,2,3432,532
bristol,bristol,taxi,E02003046,E02003059,1,23002,1470
bristol,bristol,driving,E02003046,E02003059,18,23002,1470
bristol,bristol,passenger,E02003046,E02003059,4,23002,1470
bristol,other,driving,E02003046,E02003090,8,7716,1054
bristol,other,driving,E02003050,E02003075,15,6749,1062
bristol,other,passenger,E02003050,E02003075,1,6749,1062
bristol,other,driving,E02003049,E02003075,9,1422,253
bristol,bristol,driving,E02003054,E02003038,2,35475,2308
bristol,bristol,passenger,E02003054,E02003038,1,35475,2308
bristol,bristol,driving,E02003046,E02003046,119,6639,774
bristol,bristol,passenger,E02003046,E02003046,15,6639,774
bristol,other,driving,E02003050,E02003090,3,5234,873
bristol,other,driving,E02003050,E02003091,3,7255,1085
bristol,bristol,driving,E02003046,E02003064,23,23770,1476
bristol,bristol,passenger,E02003046,E02003064,3,23770,1476
bristol,bristol,driving,E02003047,E02003037,29,17084,2144
bristol,bristol,passenger,E02003047,E02003037,3,17084,2144
bristol,bristol,driving,E02003052,E02003038,4,35044,2189
bristol,bristol,driving,E02003052,E02003037,20,14949,1646
bristol,bristol,passenger,E02003052,E02003037,1,14949,1646
bristol,bristol,driving,E02003051,E02003058,15,8805,1234
bristol,bristol,passenger,E02003051,E02003058,3,8805,1234
bristol,bristol,driving,E02003053,E02003054,38,4426,561
bristol,bristol,passenger,E02003053,E02003054,7,4426,561
bristol,bristol,driving,E02003051,E02003054,19,23293,1455
bristol,bristol,passenger,E02003051,E02003054,4,23293,1455
bristol,bristol,driving,E02003051,E02003037,10,14195,1329
bristol,bristol,passenger,E02003051,E02003037,1,14195,1329
bristol,other,driving,E02003050,E02003065,3,4213,668
bristol,other,driving,E02003051,E02003092,3,5324,842
bristol,bristol,driving,E02003045,E02003056,1,2692,333
bristol,bristol,driving,E02003045,E02003057,8,5353,732
bristol,bristol,passenger,E02003045,E02003057,2,5353,732
bristol,bristol,driving,E02003048,E02003057,8,0,0
bristol,bristol,passenger,E02003048,E02003057,3,0,0
bristol,bristol,taxi,E02003050,E02003043,1,9175,1158
bristol,bristol,driving,E02003050,E02003043,113,9175,1158
bristol,bristol,passenger,E02003050,E02003043,23,9175,1158
bristol,other,driving,E02003049,E02003068,13,3236,452
bristol,other,passenger,E02003049,E02003068,1,3236,452
bristol,bristol,driving,E02003059,E02003046,18,10091,1247
bristol,bristol,passenger,E02003059,E02003046,3,10091,1247
bristol,other,driving,E02003048,E02003070,12,1132,257
bristol,other,passenger,E02003048,E02003070,1,1132,257
bristol,bristol,driving,E02003055,E02003041,14,28408,2574
bristol,bristol,passenger,E02003055,E02003041,3,28408,2574
bristol,bristol,driving,E02003049,E02003058,20,0,0
bristol,bristol,passenger,E02003049,E02003058,2,0,0
bristol,bristol,driving,E02003044,E02003050,24,3392,487
bristol,bristol,passenger,E02003044,E02003050,6,3392,487
bristol,bristol,driving,E02003049,E02003056,22,2414,410
bristol,bristol,passenger,E02003049,E02003056,4,2414,410
bristol,other,driving,E02003044,E02003091,7,3754,551
bristol,other,passenger,E02003044,E02003091,1,3754,551
bristol,bristol,driving,E02003052,E02003054,9,9878,1344
bristol,bristol,passenger,E02003052,E02003054,1,9878,1344
bristol,bristol,driving,E02003044,E02003057,10,2574,395
bristol,other,driving,E02003049,E02003091,3,2940,505
bristol,bristol,driving,E02003044,E02003043,134,2503,386
bristol,bristol,passenger,E02003044,E02003043,21,2503,386
bristol,other,driving,E02003048,E02003090,3,2022,416
bristol,bristol,driving,E02003044,E02003036,25,255486,9865
bristol,bristol,passenger,E02003044,E02003036,9,255486,9865
bristol,bristol,driving,E02003049,E02003057,18,3134,496
bristol,bristol,driving,E02003044,E02003047,10,4730,597
bristol,bristol,passenger,E02003044,E02003047,2,4730,597
bristol,other,driving,E02003049,E02003092,12,3842,675
bristol,other,driving,E02003049,E02003090,1,2574,454
bristol,other,passenger,E02003049,E02003090,1,2574,454
bristol,bristol,driving,E02003048,E02003049,12,1542,290
bristol,bristol,passenger,E02003048,E02003049,2,1542,290
bristol,bristol,driving,E02003048,E02003058,17,2661,414
bristol,bristol,passenger,E02003048,E02003058,1,2661,414
bristol,bristol,driving,E02003050,E02003064,19,2470,414
bristol,bristol,passenger,E02003050,E02003064,2,2470,414
bristol,bristol,driving,E02003047,E02003056,25,0,0
bristol,bristol,passenger,E02003047,E02003056,2,0,0
bristol,bristol,driving,E02003055,E02003058,42,1422,243
bristol,bristol,passenger,E02003055,E02003058,4,1422,243
bristol,bristol,taxi,E02003049,E02003043,1,3909,585
bristol,bristol,driving,E02003049,E02003043,123,3909,585
bristol,bristol,passenger,E02003049,E02003043,27,3909,585
bristol,other,taxi,E02003047,E02003068,1,1563,256
bristol,other,driving,E02003047,E02003068,22,1563,256
bristol,other,passenger,E02003047,E02003068,4,1563,256
bristol,other,driving,E02003049,E02003070,12,2104,367
bristol,other,passenger,E02003049,E02003070,4,2104,367
bristol,bristol,driving,E02003049,E02003052,21,1406,199
bristol,bristol,passenger,E02003049,E02003052,1,1406,199
bristol,bristol,driving,E02003043,E02003050,21,0,0
bristol,bristol,driving,E02003043,E02003054,9,8876,1118
bristol,bristol,driving,E02003043,E02003052,4,3409,486
bristol,bristol,passenger,E02003043,E02003052,1,3409,486
bristol,other,driving,E02003043,E02003068,11,5709,810
bristol,other,passenger,E02003043,E02003068,2,5709,810
bristol,bristol,driving,E02003047,E02003052,35,1335,265
bristol,bristol,passenger,E02003047,E02003052,4,1335,265
bristol,bristol,driving,E02003051,E02003056,23,9942,1442
bristol,bristol,passenger,E02003051,E02003056,3,9942,1442
bristol,bristol,driving,E02003043,E02003049,8,1535,277
bristol,bristol,driving,E02003057,E02003038,6,20637,2030
bristol,other,driving,E02003048,E02003091,7,3996,683
bristol,bristol,driving,E02003054,E02003041,15,24750,2660
bristol,bristol,passenger,E02003054,E02003041,2,24750,2660
bristol,bristol,driving,E02003048,E02003059,12,4588,703
bristol,other,driving,E02003048,E02003092,6,3158,557
bristol,other,driving,E02003048,E02003065,2,2383,397
bristol,other,passenger,E02003048,E02003065,1,2383,397
bristol,bristol,driving,E02003048,E02003052,17,2505,364
bristol,bristol,driving,E02003051,E02003050,62,7622,946
bristol,bristol,passenger,E02003051,E02003050,10,7622,946
bristol,bristol,driving,E02003049,E02003049,124,3139,442
bristol,bristol,passenger,E02003049,E02003049,8,3139,442
bristol,bristol,driving,E02003047,E02003049,17,3914,607
bristol,bristol,driving,E02003050,E02003047,48,12630,1580
bristol,bristol,passenger,E02003050,E02003047,3,12630,1580
bristol,other,driving,E02003048,E02003068,8,4805,687
bristol,other,passenger,E02003048,E02003068,1,4805,687
bristol,bristol,driving,E02003050,E02003049,21,5565,885
bristol,bristol,passenger,E02003050,E02003049,3,5565,885
bristol,bristol,taxi,E02003051,E02003043,1,11048,1347
bristol,bristol,driving,E02003051,E02003043,113,11048,1347
bristol,bristol,passenger,E02003051,E02003043,23,11048,1347
bristol,bristol,driving,E02003049,E02003046,96,3373,471
bristol,bristol,passenger,E02003049,E02003046,15,3373,471
bristol,bristol,driving,E02003041,E02003058,3,2579,398
bristol,bristol,driving,E02003053,E02003037,20,18868,2003
bristol,bristol,passenger,E02003053,E02003037,1,18868,2003
bristol,bristol,driving,E02003051,E02003041,20,28100,2416
bristol,bristol,passenger,E02003051,E02003041,1,28100,2416
bristol,bristol,driving,E02003047,E02003054,22,4945,650
bristol,other,driving,E02003047,E02003090,9,4366,713
bristol,bristol,driving,E02003041,E02003049,2,0,0
bristol,bristol,passenger,E02003041,E02003049,1,0,0
bristol,bristol,taxi,E02003049,E02003050,1,3952,587
bristol,bristol,driving,E02003049,E02003050,47,3952,587
bristol,bristol,passenger,E02003049,E02003050,7,3952,587
bristol,other,driving,E02003047,E02003075,17,2757,434
bristol,other,passenger,E02003047,E02003075,5,2757,434
bristol,other,driving,E02003046,E02003068,22,4223,529
bristol,other,passenger,E02003046,E02003068,1,4223,529
bristol,other,driving,E02003049,E02003077,16,6755,983
bristol,bristol,driving,E02003041,E02003050,14,1705,331
bristol,bristol,driving,E02003049,E02003059,28,7651,1100
bristol,bristol,passenger,E02003049,E02003059,3,7651,1100
bristol,bristol,driving,E02003046,E02003056,32,4941,625
bristol,bristol,passenger,E02003046,E02003056,1,4941,625
bristol,bristol,driving,E02003046,E02003036,32,258994,9766
bristol,bristol,passenger,E02003046,E02003036,11,258994,9766
bristol,bristol,driving,E02003050,E02003054,24,22574,1425
bristol,bristol,driving,E02003053,E02003038,2,43673,2759
bristol,other,driving,E02003047,E02003092,5,5228,871
bristol,bristol,driving,E02003046,E02003054,70,0,0
bristol,bristol,passenger,E02003046,E02003054,10,0,0
bristol,bristol,driving,E02003057,E02003041,7,24567,2460
bristol,bristol,passenger,E02003057,E02003041,2,24567,2460
bristol,bristol,driving,E02003051,E02003040,9,17639,1786
bristol,other,driving,E02003048,E02003075,7,2477,431
bristol,bristol,driving,E02003041,E02003037,19,15428,1907
bristol,bristol,passenger,E02003041,E02003037,1,15428,1907
bristol,bristol,taxi,E02003047,E02003057,1,3909,660
bristol,bristol,driving,E02003047,E02003057,32,3909,660
bristol,bristol,passenger,E02003047,E02003057,3,3909,660
bristol,other,driving,E02003040,E02003091,7,6758,889
bristol,bristol,driving,E02003047,E02003047,69,4408,578
bristol,bristol,passenger,E02003047,E02003047,7,4408,578
bristol,bristol,driving,E02003050,E02003052,48,6776,995
bristol,bristol,passenger,E02003050,E02003052,7,6776,995
bristol,bristol,driving,E02003044,E02003052,17,0,0
bristol,bristol,passenger,E02003044,E02003052,1,0,0
bristol,bristol,taxi,E02003049,E02003054,1,6950,881
bristol,bristol,driving,E02003049,E02003054,64,6950,881
bristol,bristol,passenger,E02003049,E02003054,4,6950,881
bristol,bristol,driving,E02003048,E02003064,12,5584,949
bristol,bristol,passenger,E02003048,E02003064,3,5584,949
bristol,bristol,driving,E02003051,E02003047,29,24565,1621
bristol,bristol,passenger,E02003051,E02003047,3,24565,1621
bristol,other,driving,E02003047,E02003065,6,5789,916
bristol,bristol,driving,E02003051,E02003038,2,18773,1808
bristol,bristol,driving,E02003054,E02003047,23,7078,974
bristol,bristol,passenger,E02003054,E02003047,2,7078,974
bristol,bristol,driving,E02003046,E02003052,25,5472,670
bristol,bristol,passenger,E02003046,E02003052,5,5472,670
bristol,bristol,driving,E02003047,E02003058,22,2414,414
bristol,other,driving,E02003047,E02003070,40,3588,607
bristol,other,passenger,E02003047,E02003070,2,3588,607
bristol,bristol,driving,E02003045,E02003058,3,4201,535
bristol,bristol,driving,E02003050,E02003041,23,25797,2651
bristol,bristol,passenger,E02003050,E02003041,2,25797,2651
bristol,bristol,taxi,E02003045,E02003043,2,4071,485
bristol,bristol,driving,E02003045,E02003043,52,4071,485
bristol,bristol,passenger,E02003045,E02003043,9,4071,485
bristol,bristol,taxi,E02003046,E02003043,3,6093,721
bristol,bristol,driving,E02003046,E02003043,241,6093,721
bristol,bristol,passenger,E02003046,E02003043,46,6093,721
bristol,other,driving,E02003046,E02003075,7,6106,775
bristol,other,passenger,E02003046,E02003075,1,6106,775
bristol,bristol,driving,E02003044,E02003046,27,2256,313
bristol,bristol,passenger,E02003044,E02003046,1,2256,313
bristol,bristol,driving,E02003048,E02003046,16,3354,520
bristol,other,driving,E02003044,E02003068,12,2300,324
bristol,other,passenger,E02003044,E02003068,1,2300,324
bristol,other,driving,E02003045,E02003091,6,5046,651
bristol,other,passenger,E02003045,E02003091,1,5046,651
bristol,other,driving,E02003039,E02003070,2,3923,664
bristol,other,passenger,E02003039,E02003070,1,3923,664
bristol,bristol,driving,E02003039,E02003059,6,7397,938
bristol,bristol,driving,E02003045,E02003049,4,5115,674
bristol,bristol,driving,E02003045,E02003054,13,2693,339
bristol,other,driving,E02003043,E02003075,4,3514,575
bristol,other,driving,E02003044,E02003070,9,2921,446
bristol,bristol,driving,E02003044,E02003058,10,1448,210
bristol,bristol,passenger,E02003044,E02003058,2,1448,210
bristol,bristol,driving,E02003039,E02003058,10,3031,445
bristol,other,driving,E02003048,E02003077,14,3693,586
bristol,other,passenger,E02003048,E02003077,4,3693,586
bristol,bristol,driving,E02003050,E02003040,15,18388,2086
bristol,bristol,driving,E02003053,E02003040,11,25013,2486
bristol,bristol,passenger,E02003053,E02003040,1,25013,2486
bristol,bristol,driving,E02003048,E02003047,21,7235,960
bristol,bristol,passenger,E02003048,E02003047,4,7235,960
bristol,other,driving,E02003045,E02003065,5,7233,988
bristol,other,passenger,E02003045,E02003065,1,7233,988
bristol,bristol,driving,E02003052,E02003041,16,25700,2644
bristol,bristol,passenger,E02003052,E02003041,2,25700,2644
bristol,other,driving,E02003044,E02003065,2,4454,652
bristol,bristol,driving,E02003046,E02003047,26,2446,345
bristol,bristol,passenger,E02003046,E02003047,4,2446,345
bristol,bristol,driving,E02003039,E02003052,16,2420,321
bristol,bristol,passenger,E02003039,E02003052,2,2420,321
bristol,bristol,driving,E02003045,E02003046,3,3946,440
bristol,bristol,driving,E02003048,E02003056,12,3798,623
bristol,bristol,passenger,E02003048,E02003056,2,3798,623
bristol,other,driving,E02003041,E02003065,4,2580,506
bristol,other,driving,E02003045,E02003075,8,3857,484
bristol,other,passenger,E02003045,E02003075,2,3857,484
bristol,bristol,taxi,E02003047,E02003043,2,2979,458
bristol,bristol,driving,E02003047,E02003043,148,2979,458
bristol,bristol,passenger,E02003047,E02003043,32,2979,458
bristol,bristol,driving,E02003048,E02003037,20,14458,1708
bristol,bristol,passenger,E02003048,E02003037,3,14458,1708
bristol,bristol,driving,E02003048,E02003050,31,1197,216
bristol,bristol,passenger,E02003048,E02003050,3,1197,216
bristol,bristol,driving,E02003050,E02003037,18,15046,1653
bristol,bristol,passenger,E02003050,E02003037,2,15046,1653
bristol,other,driving,E02003045,E02003068,14,2411,314
bristol,other,passenger,E02003045,E02003068,1,2411,314
bristol,other,driving,E02003043,E02003065,2,2006,348
bristol,other,driving,E02003043,E02003077,7,4505,720
bristol,bristol,driving,E02003044,E02003054,26,5289,675
bristol,bristol,passenger,E02003044,E02003054,1,5289,675
bristol,other,driving,E02003046,E02003091,7,7295,943
bristol,bristol,driving,E02003045,E02003059,2,9870,1337
bristol,bristol,driving,E02003047,E02003059,23,8426,1265
bristol,bristol,passenger,E02003047,E02003059,2,8426,1265
bristol,other,taxi,E02003047,E02003077,1,7530,1147
bristol,other,driving,E02003047,E02003077,13,7530,1147
bristol,other,driving,E02003046,E02003077,20,24899,1324
bristol,bristol,driving,E02003038,E02003058,4,4174,582
bristol,bristol,passenger,E02003038,E02003058,1,4174,582
bristol,bristol,driving,E02003045,E02003050,31,6333,794
bristol,bristol,passenger,E02003045,E02003050,1,6333,794
bristol,bristol,driving,E02003043,E02003046,12,2376,339
bristol,other,driving,E02003044,E02003075,3,2482,351
bristol,bristol,driving,E02003038,E02003047,3,3551,516
bristol,bristol,passenger,E02003038,E02003047,1,3551,516
bristol,other,driving,E02003046,E02003065,4,9926,1322
bristol,other,driving,E02003045,E02003090,5,5467,763
bristol,bristol,driving,E02003047,E02003046,31,2855,413
bristol,bristol,driving,E02003046,E02003050,60,9026,1128
bristol,bristol,passenger,E02003046,E02003050,8,9026,1128
bristol,bristol,driving,E02003045,E02003052,3,2779,337
bristol,bristol,passenger,E02003045,E02003052,1,2779,337
bristol,bristol,driving,E02003043,E02003064,8,8696,1000
bristol,bristol,passenger,E02003043,E02003064,1,8696,1000
bristol,other,driving,E02003043,E02003091,5,5032,826
bristol,other,driving,E02003044,E02003092,15,4947,746
bristol,bristol,driving,E02003045,E02003047,18,2156,267
bristol,bristol,passenger,E02003045,E02003047,1,2156,267
bristol,other,driving,E02003043,E02003090,3,3029,597
bristol,other,driving,E02003045,E02003077,4,8974,1219
bristol,bristol,driving,E02003046,E02003057,29,8046,1066
bristol,bristol,passenger,E02003046,E02003057,1,8046,1066
bristol,other,driving,E02003047,E02003091,4,4086,614
bristol,bristol,driving,E02003040,E02003047,17,0,0
bristol,bristol,passenger,E02003040,E02003047,1,0,0
bristol,other,driving,E02003045,E02003092,2,6329,921
bristol,other,passenger,E02003045,E02003092,1,6329,921
bristol,other,driving,E02003045,E02003070,19,5374,727
bristol,other,passenger,E02003045,E02003070,2,5374,727
bristol,bristol,driving,E02003043,E02003057,9,1197,241
bristol,bristol,passenger,E02003043,E02003057,2,1197,241
bristol,bristol,driving,E02003049,E02003040,26,21513,2351
bristol,bristol,passenger,E02003049,E02003040,3,21513,2351
bristol,bristol,driving,E02003044,E02003059,6,7091,1000
bristol,bristol,passenger,E02003044,E02003059,1,7091,1000
bristol,bristol,driving,E02003044,E02003049,24,2579,342
bristol,bristol,passenger,E02003044,E02003049,3,2579,342
bristol,bristol,driving,E02003043,E02003056,7,4702,745
bristol,bristol,taxi,E02003044,E02003064,1,8087,1245
bristol,bristol,driving,E02003044,E02003064,17,8087,1245
bristol,bristol,passenger,E02003044,E02003064,3,8087,1245
bristol,bristol,driving,E02003061,E02003036,13,258127,9782
bristol,bristol,passenger,E02003061,E02003036,6,258127,9782
bristol,bristol,driving,E02003046,E02003058,28,6870,864
bristol,bristol,passenger,E02003046,E02003058,3,6870,864
bristol,bristol,driving,E02003046,E02003049,87,7808,1008
bristol,bristol,passenger,E02003046,E02003049,14,7808,1008
bristol,bristol,driving,E02003039,E02003046,40,0,0
bristol,bristol,passenger,E02003039,E02003046,3,0,0
bristol,other,driving,E02003044,E02003090,11,3811,605
bristol,other,passenger,E02003044,E02003090,1,3811,605
bristol,other,driving,E02003040,E02003068,10,3903,509
bristol,bristol,driving,E02003041,E02003057,6,1354,327
bristol,bristol,passenger,E02003041,E02003057,2,1354,327
bristol,other,driving,E02003041,E02003070,13,2101,456
bristol,bristol,driving,E02003041,E02003046,7,1895,312
bristol,bristol,driving,E02003041,E02003043,92,3726,549
bristol,bristol,passenger,E02003041,E02003043,9,3726,549
bristol,bristol,driving,E02003045,E02003064,7,10866,1582
bristol,bristol,driving,E02003047,E02003040,11,23228,2627
bristol,bristol,driving,E02003044,E02003038,17,35465,2466
bristol,bristol,passenger,E02003044,E02003038,1,35465,2466
bristol,other,driving,E02003040,E02003070,19,7243,983
bristol,other,passenger,E02003040,E02003070,1,7243,983
bristol,other,driving,E02003043,E02003092,1,4075,671
bristol,other,driving,E02003041,E02003075,6,3089,542
bristol,other,passenger,E02003041,E02003075,1,3089,542
bristol,bristol,driving,E02003049,E02003037,5,15369,1867
bristol,other,driving,E02003041,E02003090,2,2991,615
bristol,bristol,driving,E02003044,E02003056,10,1293,259
bristol,bristol,driving,E02003041,E02003064,7,6579,1166
bristol,bristol,taxi,E02003041,E02003054,1,7628,1027
bristol,bristol,driving,E02003041,E02003054,5,7628,1027
bristol,bristol,driving,E02003043,E02003047,19,7663,997
bristol,bristol,driving,E02003040,E02003046,35,5939,706
bristol,bristol,passenger,E02003040,E02003046,2,5939,706
bristol,other,driving,E02003041,E02003092,2,4127,756
bristol,other,driving,E02003044,E02003077,9,6196,882
bristol,other,passenger,E02003044,E02003077,3,6196,882
bristol,bristol,driving,E02003047,E02003038,1,42588,2612
bristol,other,driving,E02003041,E02003068,16,4723,671
bristol,other,passenger,E02003041,E02003068,1,4723,671
bristol,bristol,driving,E02003048,E02003040,19,19379,2210
bristol,other,driving,E02003039,E02003091,5,5692,799
bristol,bristol,driving,E02003039,E02003047,15,5941,701
bristol,bristol,passenger,E02003039,E02003047,3,5941,701
bristol,other,driving,E02003038,E02003068,14,4127,570
bristol,bristol,driving,E02003038,E02003043,109,0,0
bristol,bristol,passenger,E02003038,E02003043,20,0,0
bristol,bristol,driving,E02003039,E02003049,19,1872,280
bristol,bristol,passenger,E02003039,E02003049,2,1872,280
bristol,bristol,driving,E02003040,E02003043,146,4015,570
bristol,bristol,passenger,E02003040,E02003043,41,4015,570
bristol,bristol,taxi,E02003039,E02003043,1,2558,316
bristol,bristol,driving,E02003039,E02003043,155,2558,316
bristol,bristol,passenger,E02003039,E02003043,41,2558,316
bristol,other,driving,E02003040,E02003075,7,5569,721
bristol,other,passenger,E02003040,E02003075,1,5569,721
bristol,other,driving,E02003041,E02003091,6,4607,794
bristol,other,driving,E02003039,E02003068,9,3943,547
bristol,bristol,driving,E02003038,E02003038,32,39990,2278
bristol,bristol,passenger,E02003038,E02003038,2,39990,2278
bristol,bristol,driving,E02003048,E02003041,14,26057,2705
bristol,bristol,passenger,E02003048,E02003041,1,26057,2705
bristol,other,driving,E02003040,E02003090,5,7179,1000
bristol,bristol,driving,E02003063,E02003036,22,259001,10326
bristol,bristol,passenger,E02003063,E02003036,11,259001,10326
bristol,bristol,driving,E02003039,E02003056,8,2858,427
bristol,other,driving,E02003039,E02003065,5,4402,714
bristol,bristol,driving,E02003040,E02003054,22,2420,348
bristol,bristol,passenger,E02003040,E02003054,3,2420,348
bristol,bristol,driving,E02003039,E02003054,24,6500,779
bristol,bristol,passenger,E02003039,E02003054,3,6500,779
bristol,bristol,taxi,E02003048,E02003043,1,5186,757
bristol,bristol,driving,E02003048,E02003043,108,5186,757
bristol,bristol,passenger,E02003048,E02003043,21,5186,757
bristol,bristol,driving,E02003043,E02003040,1,25291,2209
bristol,bristol,passenger,E02003043,E02003040,1,25291,2209
bristol,other,driving,E02003040,E02003077,18,10967,1485
bristol,bristol,driving,E02003041,E02003059,5,5583,921
bristol,bristol,passenger,E02003041,E02003059,1,5583,921
bristol,bristol,driving,E02003038,E02003050,21,4211,570
bristol,bristol,passenger,E02003038,E02003050,1,4211,570
bristol,bristol,taxi,E02003043,E02003043,1,4208,575
bristol,bristol,driving,E02003043,E02003043,64,4208,575
bristol,bristol,passenger,E02003043,E02003043,11,4208,575
bristol,other,driving,E02003039,E02003075,7,4435,637
bristol,other,driving,E02003043,E02003070,15,2139,438
bristol,other,passenger,E02003043,E02003070,4,2139,438
bristol,bristol,driving,E02003040,E02003057,7,7345,998
bristol,bristol,driving,E02003040,E02003050,24,8325,1060
bristol,bristol,passenger,E02003040,E02003050,2,8325,1060
bristol,other,driving,E02003041,E02003077,8,4687,803
bristol,bristol,driving,E02003038,E02003056,9,3042,450
bristol,bristol,driving,E02003040,E02003052,19,4771,603
bristol,bristol,passenger,E02003040,E02003052,4,4771,603
bristol,bristol,driving,E02003046,E02003041,27,31378,2762
bristol,bristol,passenger,E02003046,E02003041,1,31378,2762
bristol,other,driving,E02003039,E02003092,14,5949,964
bristol,other,passenger,E02003039,E02003092,2,5949,964
bristol,bristol,driving,E02003049,E02003047,17,6136,795
bristol,bristol,passenger,E02003049,E02003047,2,6136,795
bristol,bristol,driving,E02003046,E02003038,6,45619,2441
bristol,bristol,passenger,E02003046,E02003038,1,45619,2441
bristol,bristol,driving,E02003040,E02003049,20,7108,940
bristol,bristol,passenger,E02003040,E02003049,3,7108,940
bristol,bristol,driving,E02003045,E02003040,4,25517,2506
bristol,bristol,driving,E02003043,E02003058,8,3565,537
bristol,bristol,passenger,E02003043,E02003058,1,3565,537
bristol,bristol,driving,E02003041,E02003056,5,3716,606
bristol,bristol,driving,E02003040,E02003059,9,11863,1603
bristol,bristol,driving,E02003039,E02003057,9,3176,536
bristol,other,driving,E02003038,E02003091,2,6066,837
bristol,bristol,driving,E02003045,E02003037,22,19373,2023
bristol,bristol,passenger,E02003045,E02003037,2,19373,2023
bristol,bristol,driving,E02003044,E02003037,14,16248,1897
bristol,bristol,passenger,E02003044,E02003037,1,16248,1897
bristol,bristol,driving,E02003044,E02003040,32,22393,2381
bristol,bristol,passenger,E02003044,E02003040,1,22393,2381
bristol,bristol,driving,E02003049,E02003041,14,30036,2793
bristol,bristol,passenger,E02003049,E02003041,2,30036,2793
bristol,bristol,taxi,E02003038,E02003046,1,2598,302
bristol,bristol,driving,E02003038,E02003046,28,2598,302
bristol,bristol,passenger,E02003038,E02003046,2,2598,302
bristol,bristol,taxi,E02003040,E02003064,1,24807,1623
bristol,bristol,driving,E02003040,E02003064,18,24807,1623
bristol,bristol,passenger,E02003040,E02003064,2,24807,1623
bristol,other,driving,E02003038,E02003092,14,7258,1079
bristol,other,passenger,E02003038,E02003092,2,7258,1079
bristol,other,driving,E02003038,E02003090,10,6397,921
bristol,bristol,driving,E02003038,E02003054,16,5623,661
bristol,bristol,passenger,E02003038,E02003054,1,5623,661
bristol,bristol,driving,E02003062,E02003036,9,259691,10110
bristol,bristol,passenger,E02003062,E02003036,4,259691,10110
bristol,bristol,driving,E02003038,E02003052,16,2727,372
bristol,bristol,passenger,E02003038,E02003052,2,2727,372
bristol,bristol,driving,E02003038,E02003049,16,3697,495
bristol,bristol,passenger,E02003038,E02003049,1,3697,495
bristol,bristol,driving,E02003044,E02003041,4,30032,2745
bristol,other,driving,E02003038,E02003075,4,4787,642
bristol,bristol,driving,E02003043,E02003038,5,32812,2157
bristol,other,driving,E02003039,E02003090,5,4813,823
bristol,other,passenger,E02003039,E02003090,1,4813,823
bristol,bristol,driving,E02003043,E02003037,17,15376,1822
bristol,bristol,passenger,E02003043,E02003037,2,15376,1822
bristol,bristol,driving,E02003041,E02003052,10,2423,347
bristol,bristol,passenger,E02003041,E02003052,1,2423,347
