zone_residence,zone_workplace,mode,residence,workplace,number,distance,time
bridgwater,highbridge_and_burnham,train,E02006068,E02006065,7,12461,2346
bridgwater,highbridge_and_burnham,train,E02006069,E02006065,6,12709,2554
bridgwater,other,foot,E02006073,E02006070,14,0,0
bridgwater,bridgwater,foot,E02006068,E02006068,189,965,781
bridgwater,other,foot,E02006069,E02006070,37,2206,1847
bridgwater,other,foot,E02006068,E02006070,37,3194,2668
bridgwater,other,foot,E02006073,E02006067,4,8044,6668
bridgwater,bridgwater,foot,E02006069,E02006069,566,9868,8043
bridgwater,bridgwater,foot,E02006073,E02006069,176,11165,9076
bridgwater,bridgwater,foot,E02006069,E02006068,178,2601,2139
bridgwater,taunton,foot,E02006069,E02006104,5,16912,13846
bridgwater,other,foot,E02006069,E02006066,4,8479,6947
bridgwater,other,foot,E02006073,E02006074,40,15705,12775
bridgwater,other,foot,E02006073,E02006072,2,3695,3072
bridgwater,other,foot,E02006073,E02006061,1,2476,2033
bridgwater,other,foot,E02006068,E02006072,5,5362,4481
bridgwater,other,foot,E02006068,E02006066,5,7574,6176
bridgwater,highbridge_and_burnham,foot,E02006068,E02006065,5,11946,9711
bridgwater,highbridge_and_burnham,foot,E02006073,E02006064,3,14224,11647
bridgwater,other,foot,E02006069,E02006072,4,4883,4084
bridgwater,bridgwater,foot,E02006073,E02006068,59,3357,2735
bridgwater,other,foot,E02006069,E02006061,5,1516,1258
bridgwater,other,foot,E02006068,E02006061,1,3519,2935
bridgwater,taunton,foot,E02006068,E02006104,1,17390,14243
bridgwater,other,foot,E02006069,E02006074,29,14317,11642
bridgwater,bridgwater,foot,E02006068,E02006069,141,8628,7002
bridgwater,other,foot,E02006068,E02006067,6,8805,7329
bridgwater,other,foot,E02006073,E02006071,12,17075,13995
bridgwater,other,foot,E02006068,E02006074,15,14035,11428
bridgwater,other,foot,E02006069,E02006067,7,6801,5652
bridgwater,other,foot,E02006073,E02006066,2,9867,8080
bridgwater,highbridge_and_burnham,foot,E02006068,E02006064,4,15866,13057
bridgwater,highbridge_and_burnham,foot,E02006069,E02006064,8,15388,12659
bridgwater,highbridge_and_burnham,foot,E02006069,E02006065,7,12227,9925
bridgwater,other,foot,E02006068,E02006071,4,18718,15405
bridgwater,bridgwater,foot,E02006073,E02006073,126,29432,24083
bridgwater,other,foot,E02006069,E02006071,39,18240,15007
bridgwater,taunton,foot,E02006073,E02006104,3,15747,12834
bridgwater,bridgwater,foot,E02006069,E02006073,88,28149,23046
bridgwater,bridgwater,foot,E02006068,E02006073,35,26895,22009
bridgwater,bridgwater,motorcycle,E02006068,E02006068,1,0,0
bridgwater,other,motorcycle,E02006069,E02006070,8,0,0
bridgwater,other,motorcycle,E02006073,E02006074,5,0,0
bridgwater,bridgwater,motorcycle,E02006073,E02006069,6,0,0
bridgwater,other,motorcycle,E02006068,E02006070,5,0,0
bridgwater,other,motorcycle,E02006073,E02006070,6,0,0
bridgwater,other,motorcycle,E02006068,E02006074,5,0,0
bridgwater,bridgwater,motorcycle,E02006069,E02006068,8,0,0
bridgwater,other,motorcycle,E02006069,E02006074,2,0,0
bridgwater,bridgwater,motorcycle,E02006068,E02006069,6,0,0
bridgwater,bridgwater,motorcycle,E02006069,E02006069,6,0,0
bridgwater,bridgwater,motorcycle,E02006073,E02006068,2,0,0
bridgwater,bridgwater,bicycle,E02006073,E02006069,78,0,0
bridgwater,other,bicycle,E02006068,E02006074,53,0,0
bridgwater,bridgwater,bicycle,E02006069,E02006073,25,1670,327
bridgwater,bridgwater,bicycle,E02006073,E02006073,19,3096,652
bridgwater,other,bicycle,E02006073,E02006074,50,3606,736
bridgwater,bridgwater,bicycle,E02006068,E02006068,72,1118,199
bridgwater,bridgwater,bicycle,E02006069,E02006069,95,2437,462
bridgwater,other,bicycle,E02006069,E02006074,56,2086,400
bridgwater,bridgwater,bicycle,E02006069,E02006068,70,3006,563
bridgwater,bridgwater,bicycle,E02006073,E02006068,35,3489,676
bridgwater,bridgwater,bicycle,E02006068,E02006069,81,3648,763
bridgwater,other,bicycle,E02006068,E02006070,36,9232,1984
bridgwater,bridgwater,bicycle,E02006068,E02006073,11,3701,720
bridgwater,other,bicycle,E02006073,E02006070,27,8915,1945
bridgwater,other,bicycle,E02006069,E02006070,67,7201,1591
bridgwater,other,driving,E02006073,E02006074,144,3973,469
bridgwater,other,passenger,E02006073,E02006074,12,3973,469
bridgwater,bridgwater,driving,E02006073,E02006073,86,0,0
bridgwater,bridgwater,passenger,E02006073,E02006073,12,0,0
bridgwater,other,driving,E02006069,E02006067,81,8397,826
bridgwater,other,passenger,E02006069,E02006067,15,8397,826
bridgwater,other,driving,E02006073,E02006070,112,3917,607
bridgwater,other,passenger,E02006073,E02006070,18,3917,607
bridgwater,other,driving,E02006073,E02006112,6,18955,1282
bridgwater,taunton,driving,E02006069,E02006104,62,16995,1221
bridgwater,taunton,passenger,E02006069,E02006104,7,16995,1221
bridgwater,other,driving,E02006069,E02006071,76,2586,348
bridgwater,other,passenger,E02006069,E02006071,11,2586,348
bridgwater,other,driving,E02006073,E02006078,4,21135,1726
bridgwater,other,passenger,E02006073,E02006078,4,21135,1726
bridgwater,other,taxi,E02006073,E02006071,1,5205,680
bridgwater,other,driving,E02006073,E02006071,36,5205,680
bridgwater,other,passenger,E02006073,E02006071,5,5205,680
bridgwater,other,driving,E02006069,E02006072,26,12264,1042
bridgwater,other,passenger,E02006069,E02006072,4,12264,1042
bridgwater,taunton,driving,E02006073,E02006104,32,15486,966
bridgwater,taunton,passenger,E02006073,E02006104,2,15486,966
bridgwater,bridgwater,taxi,E02006069,E02006068,1,2714,411
bridgwater,bridgwater,driving,E02006069,E02006068,247,2714,411
bridgwater,bridgwater,passenger,E02006069,E02006068,27,2714,411
bridgwater,bridgwater,taxi,E02006069,E02006069,9,0,0
bridgwater,bridgwater,driving,E02006069,E02006069,333,0,0
bridgwater,bridgwater,passenger,E02006069,E02006069,43,0,0
bridgwater,other,driving,E02006073,E02006063,7,29578,1838
bridgwater,other,driving,E02006073,E02006066,50,10860,1600
bridgwater,other,passenger,E02006073,E02006066,4,10860,1600
bridgwater,taunton,driving,E02006073,E02006109,32,20700,1544
bridgwater,other,driving,E02006073,E02006051,3,33557,2721
bridgwater,highbridge_and_burnham,driving,E02006073,E02006064,13,22260,1180
bridgwater,highbridge_and_burnham,passenger,E02006073,E02006064,1,22260,1180
bridgwater,other,driving,E02006073,E02006067,38,9612,992
bridgwater,other,passenger,E02006073,E02006067,5,9612,992
bridgwater,wellington,driving,E02006069,E02006111,21,30416,1811
bridgwater,other,driving,E02006073,E02006103,11,13809,1268
bridgwater,other,passenger,E02006073,E02006103,3,13809,1268
bridgwater,wellington,driving,E02006073,E02006111,8,28907,1555
bridgwater,wellington,passenger,E02006073,E02006111,1,28907,1555
bridgwater,other,driving,E02006069,E02006066,51,9489,1423
bridgwater,other,passenger,E02006069,E02006066,6,9489,1423
bridgwater,bridgwater,taxi,E02006073,E02006068,1,3804,571
bridgwater,bridgwater,driving,E02006073,E02006068,173,3804,571
bridgwater,bridgwater,passenger,E02006073,E02006068,19,3804,571
bridgwater,taunton,driving,E02006069,E02006106,30,22238,1703
bridgwater,taunton,passenger,E02006069,E02006106,3,22238,1703
bridgwater,taunton,driving,E02006073,E02006106,17,20729,1448
bridgwater,taunton,passenger,E02006073,E02006106,4,20729,1448
bridgwater,bridgwater,taxi,E02006073,E02006069,6,2738,468
bridgwater,bridgwater,driving,E02006073,E02006069,224,2738,468
bridgwater,bridgwater,passenger,E02006073,E02006069,36,2738,468
bridgwater,other,driving,E02006073,E02006062,20,22223,1252
bridgwater,other,passenger,E02006073,E02006062,4,22223,1252
bridgwater,other,driving,E02006069,E02006112,14,20464,1537
bridgwater,weston-super-mare,driving,E02006068,E02006846,5,32544,1602
bridgwater,weston-super-mare,passenger,E02006068,E02006846,1,32544,1602
bridgwater,other,driving,E02006073,E02006072,14,13635,1219
bridgwater,other,passenger,E02006073,E02006072,1,13635,1219
bridgwater,other,taxi,E02006069,E02006070,1,3218,549
bridgwater,other,driving,E02006069,E02006070,219,3218,549
bridgwater,other,passenger,E02006069,E02006070,46,3218,549
bridgwater,other,driving,E02006069,E02006116,83,25677,2116
bridgwater,other,passenger,E02006069,E02006116,7,25677,2116
bridgwater,highbridge_and_burnham,driving,E02006073,E02006065,47,22038,1214
bridgwater,highbridge_and_burnham,passenger,E02006073,E02006065,10,22038,1214
bridgwater,taunton,driving,E02006073,E02006102,13,18271,1240
bridgwater,other,driving,E02006069,E02006078,13,20437,1668
bridgwater,other,passenger,E02006069,E02006078,3,20437,1668
bridgwater,taunton,driving,E02006069,E02006107,21,19111,1405
bridgwater,taunton,passenger,E02006069,E02006107,1,19111,1405
bridgwater,other,driving,E02006069,E02006099,4,18937,1637
bridgwater,other,driving,E02006069,E02006074,183,5482,725
bridgwater,other,passenger,E02006069,E02006074,25,5482,725
bridgwater,weston-super-mare,driving,E02006069,E02003089,5,25783,1720
bridgwater,weston-super-mare,passenger,E02006069,E02003089,2,25783,1720
bridgwater,other,driving,E02006069,E02006845,8,30745,1615
bridgwater,wellington,driving,E02006073,E02006110,8,28651,1506
bridgwater,other,driving,E02006068,E02006066,32,8251,1209
bridgwater,other,passenger,E02006068,E02006066,7,8251,1209
bridgwater,bridgwater,taxi,E02006069,E02006073,2,2758,484
bridgwater,bridgwater,driving,E02006069,E02006073,71,2758,484
bridgwater,bridgwater,passenger,E02006069,E02006073,10,2758,484
bridgwater,other,driving,E02006068,E02006071,28,4835,540
bridgwater,other,driving,E02006073,E02006116,41,28931,2244
bridgwater,other,passenger,E02006073,E02006116,6,28931,2244
bridgwater,other,driving,E02006073,E02006060,12,22356,1839
bridgwater,bridgwater,taxi,E02006068,E02006073,2,3870,560
bridgwater,bridgwater,driving,E02006068,E02006073,57,3870,560
bridgwater,bridgwater,passenger,E02006068,E02006073,12,3870,560
bridgwater,weston-super-mare,driving,E02006073,E02006846,7,37669,1731
bridgwater,bridgwater,taxi,E02006068,E02006069,10,2567,365
bridgwater,bridgwater,driving,E02006068,E02006069,276,2567,365
bridgwater,bridgwater,passenger,E02006068,E02006069,42,2567,365
bridgwater,weston-super-mare,driving,E02006069,E02006846,3,32140,1687
bridgwater,other,driving,E02006069,E02006063,4,24048,1794
bridgwater,other,passenger,E02006069,E02006063,2,24048,1794
bridgwater,taunton,driving,E02006068,E02006102,4,20892,1571
bridgwater,highbridge_and_burnham,taxi,E02006068,E02006064,1,17135,1051
bridgwater,highbridge_and_burnham,driving,E02006068,E02006064,15,17135,1051
bridgwater,highbridge_and_burnham,passenger,E02006068,E02006064,2,17135,1051
bridgwater,other,driving,E02006068,E02006103,7,16430,1600
bridgwater,other,passenger,E02006068,E02006103,2,16430,1600
bridgwater,highbridge_and_burnham,driving,E02006069,E02006065,69,12659,1139
bridgwater,highbridge_and_burnham,passenger,E02006069,E02006065,24,12659,1139
bridgwater,other,taxi,E02006069,E02006103,1,15318,1524
bridgwater,other,driving,E02006069,E02006103,18,15318,1524
bridgwater,other,passenger,E02006069,E02006103,4,15318,1524
bridgwater,other,driving,E02006073,E02006058,14,22111,1780
bridgwater,wellington,driving,E02006069,E02006110,8,30160,1762
bridgwater,taunton,driving,E02006073,E02006100,12,19269,1340
bridgwater,taunton,passenger,E02006073,E02006100,4,19269,1340
bridgwater,taunton,driving,E02006069,E02006105,35,19210,1456
bridgwater,taunton,passenger,E02006069,E02006105,5,19210,1456
bridgwater,taunton,driving,E02006073,E02006108,59,18996,1407
bridgwater,taunton,passenger,E02006073,E02006108,7,18996,1407
bridgwater,other,driving,E02006069,E02006060,22,20985,1662
bridgwater,other,passenger,E02006069,E02006060,4,20985,1662
bridgwater,other,driving,E02006068,E02006051,1,30949,2331
bridgwater,weston-super-mare,driving,E02006073,E02003085,5,33316,1963
bridgwater,taunton,driving,E02006069,E02006100,41,19133,1606
bridgwater,taunton,passenger,E02006069,E02006100,7,19133,1606
bridgwater,other,driving,E02006068,E02006072,31,11026,828
bridgwater,other,passenger,E02006068,E02006072,1,11026,828
bridgwater,weston-super-mare,driving,E02006068,E02003089,5,26187,1635
bridgwater,weston-super-mare,passenger,E02006068,E02003089,1,26187,1635
bridgwater,weston-super-mare,driving,E02006073,E02003084,12,33740,2001
bridgwater,taunton,driving,E02006069,E02006102,4,19780,1495
bridgwater,taunton,driving,E02006069,E02006109,45,22209,1800
bridgwater,taunton,taxi,E02006068,E02006105,1,20322,1532
bridgwater,taunton,driving,E02006068,E02006105,23,20322,1532
bridgwater,taunton,passenger,E02006068,E02006105,1,20322,1532
bridgwater,other,driving,E02006068,E02006112,4,21576,1613
bridgwater,other,passenger,E02006068,E02006112,2,21576,1613
bridgwater,other,driving,E02006068,E02006070,145,1649,263
bridgwater,other,passenger,E02006068,E02006070,22,1649,263
bridgwater,other,driving,E02006069,E02003066,6,45376,2408
bridgwater,other,driving,E02006073,E02006092,2,50924,2722
bridgwater,taunton,driving,E02006073,E02006107,12,17602,1150
bridgwater,taunton,passenger,E02006073,E02006107,2,17602,1150
bridgwater,other,taxi,E02006068,E02006074,1,6594,801
bridgwater,other,driving,E02006068,E02006074,128,6594,801
bridgwater,other,passenger,E02006068,E02006074,15,6594,801
bridgwater,other,driving,E02006073,E02006099,3,25181,1710
bridgwater,other,driving,E02006068,E02006078,9,19475,1424
bridgwater,other,passenger,E02006068,E02006078,5,19475,1424
bridgwater,taunton,driving,E02006068,E02006108,51,21617,1738
bridgwater,taunton,passenger,E02006068,E02006108,6,21617,1738
bridgwater,bristol,driving,E02006068,E02003014,1,55103,2480
bridgwater,other,driving,E02006068,E02006062,23,17098,1123
bridgwater,other,passenger,E02006068,E02006062,1,17098,1123
bridgwater,other,driving,E02006073,E02006096,4,35189,2018
bridgwater,other,passenger,E02006073,E02006096,1,35189,2018
bridgwater,taunton,driving,E02006069,E02006108,101,20505,1662
bridgwater,taunton,passenger,E02006069,E02006108,6,20505,1662
bridgwater,other,driving,E02006068,E02006067,38,10646,1019
bridgwater,other,passenger,E02006068,E02006067,3,10646,1019
bridgwater,taunton,driving,E02006073,E02006105,30,17701,1201
bridgwater,taunton,passenger,E02006073,E02006105,2,17701,1201
bridgwater,taunton,driving,E02006068,E02006104,39,18107,1298
bridgwater,taunton,passenger,E02006068,E02006104,3,18107,1298
bridgwater,other,driving,E02006069,E02003106,8,69906,3123
bridgwater,other,passenger,E02006069,E02003106,1,69906,3123
bridgwater,highbridge_and_burnham,driving,E02006068,E02006065,65,12354,1031
bridgwater,highbridge_and_burnham,passenger,E02006068,E02006065,7,12354,1031
bridgwater,weston-super-mare,driving,E02006073,E02003089,5,31312,1764
bridgwater,weston-super-mare,driving,E02006068,E02003085,1,28191,1834
bridgwater,weston-super-mare,passenger,E02006068,E02003085,1,28191,1834
bridgwater,other,driving,E02006069,E02006092,9,52433,2977
bridgwater,other,driving,E02006069,E02006096,6,36698,2273
bridgwater,other,driving,E02006069,E02006057,13,24936,2046
bridgwater,other,passenger,E02006069,E02006057,2,24936,2046
bridgwater,other,driving,E02006069,E02006062,20,16693,1208
bridgwater,other,passenger,E02006069,E02006062,2,16693,1208
bridgwater,other,driving,E02006068,E02003088,5,33379,2248
bridgwater,bristol,driving,E02006073,E02003014,1,60228,2609
bridgwater,other,driving,E02006068,E02006116,40,27927,2309
bridgwater,other,passenger,E02006068,E02006116,4,27927,2309
bridgwater,weston-super-mare,driving,E02006069,E02003085,10,27787,1919
bridgwater,weston-super-mare,passenger,E02006069,E02003085,1,27787,1919
bridgwater,taunton,driving,E02006068,E02006100,16,21890,1672
bridgwater,taunton,passenger,E02006068,E02006100,2,21890,1672
bridgwater,other,driving,E02006068,E02006058,15,19502,1389
bridgwater,other,passenger,E02006068,E02006058,4,19502,1389
bridgwater,taunton,driving,E02006068,E02006109,29,23321,1876
bridgwater,taunton,passenger,E02006068,E02006109,6,23321,1876
bridgwater,wellington,driving,E02006068,E02006111,17,31527,1887
bridgwater,other,driving,E02006068,E02006096,4,37810,2349
bridgwater,taunton,driving,E02006068,E02006107,7,20223,1481
bridgwater,taunton,passenger,E02006068,E02006107,4,20223,1481
bridgwater,weston-super-mare,driving,E02006069,E02003084,8,28210,1956
bridgwater,other,driving,E02006068,E02003106,3,70311,3038
bridgwater,other,driving,E02006068,E02006061,8,28944,1792
bridgwater,other,passenger,E02006068,E02006061,1,28944,1792
bridgwater,other,driving,E02006073,E02006054,4,34260,2710
bridgwater,other,driving,E02006073,E02006057,6,26307,2223
bridgwater,bristol,driving,E02006069,E02003014,6,54698,2565
bridgwater,taunton,driving,E02006068,E02006106,15,23350,1779
bridgwater,taunton,passenger,E02006068,E02006106,2,23350,1779
bridgwater,wellington,driving,E02006068,E02006110,3,31272,1838
bridgwater,other,driving,E02006068,E02006845,3,31149,1531
bridgwater,other,driving,E02006073,E02006089,2,53776,2979
bridgwater,other,driving,E02006073,E02006845,2,36274,1660
bridgwater,other,passenger,E02006073,E02006845,1,36274,1660
bridgwater,other,driving,E02006068,E02006063,3,20642,1727
bridgwater,highbridge_and_burnham,driving,E02006069,E02006064,28,16731,1135
bridgwater,highbridge_and_burnham,passenger,E02006069,E02006064,5,16731,1135
bridgwater,other,driving,E02006073,E02003088,4,38504,2377
bridgwater,bristol,driving,E02006069,E02003043,3,57916,3098
bridgwater,other,passenger,E02006069,E02006076,2,40016,2831
bridgwater,other,driving,E02006069,E02006052,7,39646,3152
bridgwater,weston-super-mare,driving,E02006068,E02003084,13,28615,1872
bridgwater,weston-super-mare,passenger,E02006068,E02003084,2,28615,1872
bridgwater,other,driving,E02006069,E02006054,7,32889,2532
bridgwater,other,passenger,E02006069,E02006054,1,32889,2532
bridgwater,other,driving,E02006069,E02006058,15,20740,1603
bridgwater,other,passenger,E02006069,E02006058,2,20740,1603
bridgwater,other,driving,E02006069,E02006061,7,28539,1877
bridgwater,other,passenger,E02006069,E02006061,1,28539,1877
bridgwater,other,driving,E02006073,E02003106,1,75435,3167
bridgwater,other,driving,E02006069,E02003088,8,32974,2333
bridgwater,other,passenger,E02006069,E02003088,1,32974,2333
bridgwater,other,driving,E02006069,E02006051,5,32187,2544
bridgwater,other,passenger,E02006069,E02006051,1,32187,2544
bridgwater,other,driving,E02006068,E02006099,9,21209,1898
bridgwater,other,driving,E02006073,E02003118,6,83866,3749
bridgwater,other,driving,E02006068,E02006054,6,31651,2319
bridgwater,other,driving,E02006068,E02006060,17,19747,1449
bridgwater,other,passenger,E02006068,E02006060,1,19747,1449
bridgwater,other,driving,E02006068,E02006092,3,53545,3054
bridgwater,other,driving,E02006073,E02006056,2,46518,3545
bridgwater,other,driving,E02006069,E02006089,8,43814,3159
bridgwater,other,driving,E02006073,E02006052,4,41017,3329
bridgwater,other,driving,E02006073,E02006061,9,34069,1921
bridgwater,other,passenger,E02006073,E02006061,2,34069,1921
bridgwater,other,driving,E02006068,E02006057,5,23698,1832
bridgwater,other,passenger,E02006068,E02006057,1,23698,1832
bridgwater,other,driving,E02006068,E02006056,7,43910,3155
bridgwater,other,passenger,E02006068,E02006056,2,43910,3155
bridgwater,bristol,driving,E02006068,E02003043,5,58321,3014
bridgwater,other,driving,E02006068,E02006089,3,42576,2946
bridgwater,other,driving,E02006069,E02006056,2,45148,3368
bridgwater,other,driving,E02006068,E02006076,4,38778,2617
bridgwater,other,passenger,E02006068,E02006076,7,38778,2617
bridgwater,other,driving,E02006068,E02006052,1,38408,2939
bridgwater,other,passenger,E02006069,E02003230,5,122047,5073
bridgwater,bridgwater,driving,E02006068,E02006068,228,0,0
bridgwater,bridgwater,passenger,E02006068,E02006068,30,0,0
bridgwater,bridgwater,bus,E02006069,E02006069,6,0,0
bridgwater,bridgwater,bus,E02006073,E02006073,1,0,0
bridgwater,bridgwater,bus,E02006068,E02006068,7,0,0
bridgwater,bridgwater,bus,E02006069,E02006068,4,2078,1724
bridgwater,other,bus,E02006068,E02006062,6,17823,4851
bridgwater,bridgwater,bus,E02006068,E02006069,25,2076,1736
bridgwater,taunton,bus,E02006073,E02006108,10,18017,3158
bridgwater,other,bus,E02006069,E02006116,11,46225,6104
bridgwater,taunton,bus,E02006073,E02006104,3,15243,2382
bridgwater,taunton,bus,E02006069,E02006108,21,19823,2851
bridgwater,highbridge_and_burnham,bus,E02006069,E02006064,7,15302,2627
bridgwater,highbridge_and_burnham,bus,E02006068,E02006064,5,15302,3090
bridgwater,other,bus,E02006073,E02006116,2,44744,7090
bridgwater,other,bus,E02006068,E02006116,2,49080,7243
bridgwater,bridgwater,bus,E02006069,E02006073,1,2206,1847
bridgwater,other,bus,E02006069,E02006066,7,9240,4457
bridgwater,other,bus,E02006068,E02006066,1,9240,4920
bridgwater,other,bus,E02006073,E02006062,1,21021,4937
bridgwater,taunton,bus,E02006068,E02006108,4,20957,3816
bridgwater,bridgwater,bus,E02006068,E02006073,6,3194,2668
bridgwater,other,bus,E02006073,E02006066,2,12438,5006
bridgwater,taunton,bus,E02006069,E02006104,7,16724,2361
bridgwater,taunton,bus,E02006068,E02006104,8,19180,3465
bridgwater,bridgwater,bus,E02006073,E02006069,14,2206,1812
bridgwater,bridgwater,bus,E02006073,E02006068,8,3194,2623
bristol,bristol,bus,E02003017,E02003017,3,0,0
bristol,bristol,bus,E02003012,E02003012,8,0,0
bristol,bristol,bus,E02003013,E02003013,16,0,0
bristol,bristol,bus,E02003014,E02003014,13,0,0
bristol,bristol,bus,E02003020,E02003020,1,0,0
bristol,bristol,bus,E02003019,E02003019,13,0,0
bristol,bristol,bus,E02003015,E02003015,6,0,0
bristol,bristol,bus,E02003018,E02003020,5,2932,1197
bristol,bristol,bus,E02003020,E02003015,4,3785,1385
bristol,bristol,bus,E02003019,E02003014,10,2930,992
bristol,bristol,bus,E02003019,E02003012,10,6526,1382
bristol,bristol,bus,E02003014,E02003012,13,4210,899
bristol,bristol,bus,E02003013,E02003012,15,2622,742
bristol,bristol,bus,E02003018,E02003015,9,5174,1308
bristol,bristol,bus,E02003017,E02003015,1,2491,815
bristol,bristol,bus,E02003014,E02003017,6,5176,1164
bristol,bristol,bus,E02003018,E02003019,12,2943,772
bristol,bristol,bus,E02003018,E02003014,6,5149,1163
bristol,bristol,bus,E02003018,E02003027,4,7973,2479
bristol,bristol,bus,E02003014,E02003019,16,3003,921
bristol,bristol,bus,E02003014,E02003020,5,5015,1504
bristol,bristol,bus,E02003018,E02003012,2,8745,1553
bristol,bristol,bus,E02003021,E02003015,3,1364,629
bristol,bristol,bus,E02003013,E02003020,11,4933,1885
bristol,bristol,bus,E02003015,E02003012,1,5319,1534
bristol,bristol,bus,E02003020,E02003019,2,5195,2008
bristol,bristol,bus,E02003012,E02003033,7,6315,1541
bristol,bristol,bus,E02003012,E02003013,9,2667,742
bristol,bristol,bus,E02003012,E02003028,11,5578,1434
bristol,bristol,bus,E02003017,E02003033,3,3709,1352
bristol,bristol,bus,E02003016,E02003015,11,2453,877
bristol,bristol,bus,E02003013,E02003017,8,2983,1071
bristol,bristol,bus,E02003012,E02003020,9,3337,1144
bristol,bristol,bus,E02003020,E02003033,3,4525,1671
bristol,bristol,bus,E02003019,E02003033,3,7701,1849
bristol,bristol,bus,E02003019,E02003015,10,11697,3337
bristol,bristol,bus,E02003014,E02003015,11,7257,1615
bristol,bristol,bus,E02003013,E02003015,29,2841,980
bristol,bristol,bus,E02003017,E02003019,1,5768,1050
bristol,bristol,bus,E02003012,E02003017,17,3625,1016
bristol,bristol,bus,E02003012,E02003019,6,6220,1426
bristol,bristol,bus,E02003016,E02003027,9,2292,819
bristol,bristol,bus,E02003017,E02003027,1,5290,1986
bristol,bristol,bus,E02003017,E02003028,2,2278,1190
bristol,bristol,bus,E02003019,E02003020,4,5078,1923
bristol,bristol,bus,E02003014,E02003027,3,10055,2786
bristol,bristol,bus,E02003015,E02003020,2,3625,1424
bristol,bristol,bus,E02003015,E02003028,5,3528,823
bristol,bristol,bus,E02003015,E02003017,3,2397,906
bristol,bristol,bus,E02003013,E02003014,6,5999,2196
bristol,bristol,bus,E02003020,E02003027,1,6584,2556
bristol,bristol,bus,E02003014,E02003013,6,7206,2083
bristol,bristol,bus,E02003017,E02003012,3,3014,965
bristol,bristol,bus,E02003014,E02003033,9,9930,2119
bristol,bristol,bus,E02003019,E02003017,8,9828,3153
bristol,bristol,bus,E02003013,E02003027,6,5590,1426
bristol,bristol,bus,E02003019,E02003013,1,8870,2699
bristol,bristol,bus,E02003018,E02003017,4,3093,857
bristol,bristol,bus,E02003015,E02003027,3,2479,1055
bristol,bristol,bus,E02003018,E02003033,3,5376,1478
bristol,bristol,bus,E02003012,E02003014,6,3709,963
bristol,bristol,bus,E02003014,E02003028,7,9943,2390
bristol,bristol,bus,E02003012,E02003015,22,5494,1380
bristol,bristol,bus,E02003020,E02003013,1,3735,1853
bristol,bristol,bus,E02003013,E02003028,14,4522,1310
bristol,bristol,bus,E02003017,E02003014,1,12569,2986
bristol,bristol,bus,E02003019,E02003028,8,7714,2120
bristol,bristol,bus,E02003021,E02003020,1,4829,3066
bristol,bristol,bus,E02003013,E02003019,9,7666,1988
bristol,bristol,bus,E02003012,E02003027,5,8243,1826
bristol,bristol,bus,E02003018,E02003028,2,8280,2391
bristol,bristol,bus,E02003016,E02003020,1,4623,2245
bristol,bristol,bus,E02003015,E02003033,2,5031,1533
bristol,bristol,bus,E02003021,E02003033,5,4212,1526
bristol,bristol,bus,E02003017,E02003013,1,3284,1070
bristol,bristol,bus,E02003021,E02003012,2,7042,1950
bristol,bristol,bus,E02003016,E02003019,1,8682,2354
bristol,bristol,bus,E02003016,E02003013,2,3988,1320
bristol,bristol,bus,E02003016,E02003012,1,6313,1889
bristol,bristol,bus,E02003016,E02003033,2,4574,2100
bristol,bristol,bus,E02003021,E02003028,1,2710,816
bristol,bristol,bus,E02003021,E02003027,5,1291,537
bristol,bristol,bus,E02003013,E02003033,13,6460,1681
bristol,bristol,bus,E02003016,E02003014,3,8200,3144
bristol,bristol,bus,E02003021,E02003019,1,8888,3175
bristol,bristol,bus,E02003016,E02003028,3,3792,1669
bristol,bristol,bus,E02003015,E02003019,1,7684,1533
bristol,bristol,bus,E02003021,E02003013,3,4717,1381
bristol,bristol,bus,E02003021,E02003017,4,3601,2548
bristol,bristol,bus,E02003015,E02003014,1,8696,2988
bristol,bristol,bus,E02003021,E02003014,1,8406,3965
bristol,other,train,E02003018,E02002991,2,31164,5509
bristol,bristol,train,E02003018,E02003043,7,8016,1812
bristol,bristol,train,E02003018,E02003037,2,5433,1849
bristol,other,train,E02003026,E02002996,2,30600,4905
bristol,bristol,train,E02003019,E02003033,5,8091,1735
bristol,other,train,E02003019,E02002996,2,32922,4513
bristol,bristol,train,E02003019,E02003037,10,7870,1548
bristol,other,train,E02003019,W02000398,1,77751,7376
bristol,other,train,E02003026,E02003226,2,77947,6414
bristol,bristol,train,E02003026,E02003033,1,5769,2127
bristol,bristol,train,E02003019,E02006888,2,11642,2314
bristol,bristol,train,E02003019,E02003043,30,9099,2530
bristol,other,train,E02003026,E02002991,4,31279,5600
bristol,bristol,train,E02003028,E02003043,2,3600,1388
bristol,bristol,train,E02003026,E02006888,3,9320,2706
bristol,bristol,train,E02003026,E02003037,4,5548,1940
bristol,other,train,E02003027,W02000398,5,60787,6030
bristol,other,train,E02003019,E02003226,1,80269,6022
bristol,other,train,E02003020,W02000398,1,74171,8171
bristol,other,train,E02003019,E02002991,4,33601,5208
bristol,bristol,train,E02003016,E02006887,10,9803,2713
bristol,bristol,train,E02003018,E02006887,3,12190,3307
bristol,bristol,train,E02003020,E02003043,1,5204,1867
bristol,other,train,E02003031,W02000398,3,61276,6494
bristol,bristol,train,E02003031,E02006887,13,6292,2124
bristol,other,train,E02003012,E02002991,2,32515,5705
