zone,mode,residence,workplace,originIndex,destinationIndex
bridgwater,DRIVE,E02006068,E02006065,0,0
bridgwater,DRIVE,E02006068,E02006068,0,1
bridgwater,DRIVE,E02006068,E02006069,0,2
bridgwater,DRIVE,E02006068,E02006070,0,3
bridgwater,DRIVE,E02006068,E02006073,0,4
bridgwater,DRIVE,E02006068,E02006074,0,5
bridgwater,DRIVE,E02006068,E02006108,0,6
bridgwater,DRIVE,E02006068,E02006066,0,7
bridgwater,DRIVE,E02006068,E02006067,0,8
bridgwater,DRIVE,E02006068,E02006071,0,9
bridgwater,DRIVE,E02006068,E02006104,0,10
bridgwater,DRIVE,E02006068,E02006116,0,11
bridgwater,DRIVE,E02006069,E02006065,1,0
bridgwater,DRIVE,E02006069,E02006068,1,1
bridgwater,DRIVE,E02006069,E02006069,1,2
bridgwater,DRIVE,E02006069,E02006070,1,3
bridgwater,DRIVE,E02006069,E02006073,1,4
bridgwater,DRIVE,E02006069,E02006074,1,5
bridgwater,DRIVE,E02006069,E02006108,1,6
bridgwater,DRIVE,E02006069,E02006066,1,7
bridgwater,DRIVE,E02006069,E02006067,1,8
bridgwater,DRIVE,E02006069,E02006071,1,9
bridgwater,DRIVE,E02006069,E02006104,1,10
bridgwater,DRIVE,E02006069,E02006116,1,11
bridgwater,DRIVE,E02006073,E02006065,2,0
bridgwater,DRIVE,E02006073,E02006068,2,1
bridgwater,DRIVE,E02006073,E02006069,2,2
bridgwater,DRIVE,E02006073,E02006070,2,3
bridgwater,DRIVE,E02006073,E02006073,2,4
bridgwater,DRIVE,E02006073,E02006074,2,5
bridgwater,DRIVE,E02006073,E02006108,2,6
bridgwater,DRIVE,E02006073,E02006066,2,7
bridgwater,DRIVE,E02006073,E02006067,2,8
bridgwater,DRIVE,E02006073,E02006071,2,9
bridgwater,DRIVE,E02006073,E02006104,2,10
bridgwater,DRIVE,E02006073,E02006116,2,11
bridgwater,BICYCLE,E02006068,E02006068,0,0
bridgwater,BICYCLE,E02006068,E02006069,0,1
bridgwater,BICYCLE,E02006068,E02006074,0,2
bridgwater,BICYCLE,E02006068,E02006070,0,3
bridgwater,BICYCLE,E02006069,E02006068,1,0
bridgwater,BICYCLE,E02006069,E02006069,1,1
bridgwater,BICYCLE,E02006069,E02006074,1,2
bridgwater,BICYCLE,E02006069,E02006070,1,3
bridgwater,BICYCLE,E02006073,E02006068,2,0
bridgwater,BICYCLE,E02006073,E02006069,2,1
bridgwater,BICYCLE,E02006073,E02006074,2,2
bridgwater,BICYCLE,E02006073,E02006070,2,3
bridgwater,WALK,E02006068,E02006068,0,0
bridgwater,WALK,E02006068,E02006069,0,1
bridgwater,WALK,E02006068,E02006073,0,2
bridgwater,WALK,E02006069,E02006068,1,0
bridgwater,WALK,E02006069,E02006069,1,1
bridgwater,WALK,E02006069,E02006073,1,2
bridgwater,WALK,E02006073,E02006068,2,0
bridgwater,WALK,E02006073,E02006069,2,1
bridgwater,WALK,E02006073,E02006073,2,2
bristol,DRIVE,E02003012,E02003012,0,0
bristol,DRIVE,E02003012,E02003013,0,1
bristol,DRIVE,E02003012,E02003014,0,2
bristol,DRIVE,E02003012,E02003015,0,3
bristol,DRIVE,E02003012,E02003017,0,4
bristol,DRIVE,E02003012,E02003019,0,5
bristol,DRIVE,E02003012,E02003020,0,6
bristol,DRIVE,E02003012,E02003043,0,7
bristol,DRIVE,E02003012,E02003094,0,8
bristol,DRIVE,E02003012,E02003100,0,9
bristol,DRIVE,E02003012,E02003106,0,10
bristol,DRIVE,E02003012,E02003107,0,11
bristol,DRIVE,E02003012,E02006887,0,12
bristol,DRIVE,E02003012,E02003098,0,13
bristol,DRIVE,E02003012,E02003026,0,14
bristol,DRIVE,E02003012,E02003068,0,15
bristol,DRIVE,E02003012,E02003024,0,16
bristol,DRIVE,E02003012,E02003025,0,17
bristol,DRIVE,E02003012,E02003037,0,18
bristol,DRIVE,E02003012,E02003041,0,19
bristol,DRIVE,E02003012,E02003031,0,20
bristol,DRIVE,E02003012,E02003034,0,21
bristol,DRIVE,E02003012,E02003032,0,22
bristol,DRIVE,E02003012,E02003108,0,23
bristol,DRIVE,E02003012,E02006889,0,24
bristol,DRIVE,E02003012,E02003117,0,25
bristol,DRIVE,E02003012,E02003121,0,26
bristol,DRIVE,E02003012,E02003046,0,27
bristol,DRIVE,E02003012,E02003049,0,28
bristol,DRIVE,E02003012,E02003050,0,29
bristol,DRIVE,E02003012,E02003054,0,30
bristol,DRIVE,E02003012,E02003047,0,31
bristol,DRIVE,E02003012,E02003052,0,32
bristol,DRIVE,E02003012,E02003056,0,33
bristol,DRIVE,E02003012,E02003057,0,34
bristol,DRIVE,E02003012,E02003059,0,35
bristol,DRIVE,E02003012,E02003058,0,36
bristol,DRIVE,E02003012,E02003053,0,37
bristol,DRIVE,E02003012,E02003060,0,38
bristol,DRIVE,E02003012,E02003063,0,39
bristol,DRIVE,E02003012,E02003064,0,40
bristol,DRIVE,E02003013,E02003012,1,0
bristol,DRIVE,E02003013,E02003013,1,1
bristol,DRIVE,E02003013,E02003014,1,2
bristol,DRIVE,E02003013,E02003015,1,3
bristol,DRIVE,E02003013,E02003017,1,4
bristol,DRIVE,E02003013,E02003019,1,5
bristol,DRIVE,E02003013,E02003020,1,6
bristol,DRIVE,E02003013,E02003043,1,7
bristol,DRIVE,E02003013,E02003094,1,8
bristol,DRIVE,E02003013,E02003100,1,9
bristol,DRIVE,E02003013,E02003106,1,10
bristol,DRIVE,E02003013,E02003107,1,11
bristol,DRIVE,E02003013,E02006887,1,12
bristol,DRIVE,E02003013,E02003098,1,13
bristol,DRIVE,E02003013,E02003026,1,14
bristol,DRIVE,E02003013,E02003068,1,15
bristol,DRIVE,E02003013,E02003024,1,16
bristol,DRIVE,E02003013,E02003025,1,17
bristol,DRIVE,E02003013,E02003037,1,18
bristol,DRIVE,E02003013,E02003041,1,19
bristol,DRIVE,E02003013,E02003031,1,20
bristol,DRIVE,E02003013,E02003034,1,21
bristol,DRIVE,E02003013,E02003032,1,22
bristol,DRIVE,E02003013,E02003108,1,23
bristol,DRIVE,E02003013,E02006889,1,24
bristol,DRIVE,E02003013,E02003117,1,25
bristol,DRIVE,E02003013,E02003121,1,26
bristol,DRIVE,E02003013,E02003046,1,27
bristol,DRIVE,E02003013,E02003049,1,28
bristol,DRIVE,E02003013,E02003050,1,29
bristol,DRIVE,E02003013,E02003054,1,30
bristol,DRIVE,E02003013,E02003047,1,31
bristol,DRIVE,E02003013,E02003052,1,32
bristol,DRIVE,E02003013,E02003056,1,33
bristol,DRIVE,E02003013,E02003057,1,34
bristol,DRIVE,E02003013,E02003059,1,35
bristol,DRIVE,E02003013,E02003058,1,36
bristol,DRIVE,E02003013,E02003053,1,37
bristol,DRIVE,E02003013,E02003060,1,38
bristol,DRIVE,E02003013,E02003063,1,39
bristol,DRIVE,E02003013,E02003064,1,40
bristol,DRIVE,E02003014,E02003012,2,0
bristol,DRIVE,E02003014,E02003013,2,1
bristol,DRIVE,E02003014,E02003014,2,2
bristol,DRIVE,E02003014,E02003015,2,3
bristol,DRIVE,E02003014,E02003017,2,4
bristol,DRIVE,E02003014,E02003019,2,5
bristol,DRIVE,E02003014,E02003020,2,6
bristol,DRIVE,E02003014,E02003043,2,7
bristol,DRIVE,E02003014,E02003094,2,8
bristol,DRIVE,E02003014,E02003100,2,9
bristol,DRIVE,E02003014,E02003106,2,10
bristol,DRIVE,E02003014,E02003107,2,11
bristol,DRIVE,E02003014,E02006887,2,12
bristol,DRIVE,E02003014,E02003098,2,13
bristol,DRIVE,E02003014,E02003026,2,14
bristol,DRIVE,E02003014,E02003068,2,15
bristol,DRIVE,E02003014,E02003024,2,16
bristol,DRIVE,E02003014,E02003025,2,17
bristol,DRIVE,E02003014,E02003037,2,18
bristol,DRIVE,E02003014,E02003041,2,19
bristol,DRIVE,E02003014,E02003031,2,20
bristol,DRIVE,E02003014,E02003034,2,21
bristol,DRIVE,E02003014,E02003032,2,22
bristol,DRIVE,E02003014,E02003108,2,23
bristol,DRIVE,E02003014,E02006889,2,24
bristol,DRIVE,E02003014,E02003117,2,25
bristol,DRIVE,E02003014,E02003121,2,26
bristol,DRIVE,E02003014,E02003046,2,27
bristol,DRIVE,E02003014,E02003049,2,28
bristol,DRIVE,E02003014,E02003050,2,29
bristol,DRIVE,E02003014,E02003054,2,30
bristol,DRIVE,E02003014,E02003047,2,31
bristol,DRIVE,E02003014,E02003052,2,32
bristol,DRIVE,E02003014,E02003056,2,33
bristol,DRIVE,E02003014,E02003057,2,34
bristol,DRIVE,E02003014,E02003059,2,35
bristol,DRIVE,E02003014,E02003058,2,36
bristol,DRIVE,E02003014,E02003053,2,37
bristol,DRIVE,E02003014,E02003060,2,38
bristol,DRIVE,E02003014,E02003063,2,39
bristol,DRIVE,E02003014,E02003064,2,40
bristol,DRIVE,E02003015,E02003012,3,0
bristol,DRIVE,E02003015,E02003013,3,1
bristol,DRIVE,E02003015,E02003014,3,2
bristol,DRIVE,E02003015,E02003015,3,3
bristol,DRIVE,E02003015,E02003017,3,4
bristol,DRIVE,E02003015,E02003019,3,5
bristol,DRIVE,E02003015,E02003020,3,6
bristol,DRIVE,E02003015,E02003043,3,7
bristol,DRIVE,E02003015,E02003094,3,8
bristol,DRIVE,E02003015,E02003100,3,9
bristol,DRIVE,E02003015,E02003106,3,10
bristol,DRIVE,E02003015,E02003107,3,11
bristol,DRIVE,E02003015,E02006887,3,12
bristol,DRIVE,E02003015,E02003098,3,13
bristol,DRIVE,E02003015,E02003026,3,14
bristol,DRIVE,E02003015,E02003068,3,15
bristol,DRIVE,E02003015,E02003024,3,16
bristol,DRIVE,E02003015,E02003025,3,17
bristol,DRIVE,E02003015,E02003037,3,18
bristol,DRIVE,E02003015,E02003041,3,19
bristol,DRIVE,E02003015,E02003031,3,20
bristol,DRIVE,E02003015,E02003034,3,21
bristol,DRIVE,E02003015,E02003032,3,22
bristol,DRIVE,E02003015,E02003108,3,23
bristol,DRIVE,E02003015,E02006889,3,24
bristol,DRIVE,E02003015,E02003117,3,25
bristol,DRIVE,E02003015,E02003121,3,26
bristol,DRIVE,E02003015,E02003046,3,27
bristol,DRIVE,E02003015,E02003049,3,28
bristol,DRIVE,E02003015,E02003050,3,29
bristol,DRIVE,E02003015,E02003054,3,30
bristol,DRIVE,E02003015,E02003047,3,31
bristol,DRIVE,E02003015,E02003052,3,32
bristol,DRIVE,E02003015,E02003056,3,33
bristol,DRIVE,E02003015,E02003057,3,34
bristol,DRIVE,E02003015,E02003059,3,35
bristol,DRIVE,E02003015,E02003058,3,36
bristol,DRIVE,E02003015,E02003053,3,37
bristol,DRIVE,E02003015,E02003060,3,38
bristol,DRIVE,E02003015,E02003063,3,39
bristol,DRIVE,E02003015,E02003064,3,40
bristol,DRIVE,E02003016,E02003012,4,0
bristol,DRIVE,E02003016,E02003013,4,1
bristol,DRIVE,E02003016,E02003014,4,2
bristol,DRIVE,E02003016,E02003015,4,3
bristol,DRIVE,E02003016,E02003017,4,4
bristol,DRIVE,E02003016,E02003019,4,5
bristol,DRIVE,E02003016,E02003020,4,6
bristol,DRIVE,E02003016,E02003043,4,7
bristol,DRIVE,E02003016,E02003094,4,8
bristol,DRIVE,E02003016,E02003100,4,9
bristol,DRIVE,E02003016,E02003106,4,10
bristol,DRIVE,E02003016,E02003107,4,11
bristol,DRIVE,E02003016,E02006887,4,12
bristol,DRIVE,E02003016,E02003098,4,13
bristol,DRIVE,E02003016,E02003026,4,14
bristol,DRIVE,E02003016,E02003068,4,15
bristol,DRIVE,E02003016,E02003024,4,16
bristol,DRIVE,E02003016,E02003025,4,17
bristol,DRIVE,E02003016,E02003037,4,18
bristol,DRIVE,E02003016,E02003041,4,19
bristol,DRIVE,E02003016,E02003031,4,20
bristol,DRIVE,E02003016,E02003034,4,21
bristol,DRIVE,E02003016,E02003032,4,22
bristol,DRIVE,E02003016,E02003108,4,23
bristol,DRIVE,E02003016,E02006889,4,24
bristol,DRIVE,E02003016,E02003117,4,25
bristol,DRIVE,E02003016,E02003121,4,26
bristol,DRIVE,E02003016,E02003046,4,27
bristol,DRIVE,E02003016,E02003049,4,28
bristol,DRIVE,E02003016,E02003050,4,29
bristol,DRIVE,E02003016,E02003054,4,30
bristol,DRIVE,E02003016,E02003047,4,31
bristol,DRIVE,E02003016,E02003052,4,32
bristol,DRIVE,E02003016,E02003056,4,33
bristol,DRIVE,E02003016,E02003057,4,34
bristol,DRIVE,E02003016,E02003059,4,35
bristol,DRIVE,E02003016,E02003058,4,36
bristol,DRIVE,E02003016,E02003053,4,37
bristol,DRIVE,E02003016,E02003060,4,38
bristol,DRIVE,E02003016,E02003063,4,39
bristol,DRIVE,E02003016,E02003064,4,40
bristol,DRIVE,E02003017,E02003012,5,0
bristol,DRIVE,E02003017,E02003013,5,1
bristol,DRIVE,E02003017,E02003014,5,2
bristol,DRIVE,E02003017,E02003015,5,3
bristol,DRIVE,E02003017,E02003017,5,4
bristol,DRIVE,E02003017,E02003019,5,5
bristol,DRIVE,E02003017,E02003020,5,6
bristol,DRIVE,E02003017,E02003043,5,7
bristol,DRIVE,E02003017,E02003094,5,8
bristol,DRIVE,E02003017,E02003100,5,9
bristol,DRIVE,E02003017,E02003106,5,10
bristol,DRIVE,E02003017,E02003107,5,11
bristol,DRIVE,E02003017,E02006887,5,12
bristol,DRIVE,E02003017,E02003098,5,13
bristol,DRIVE,E02003017,E02003026,5,14
bristol,DRIVE,E02003017,E02003068,5,15
bristol,DRIVE,E02003017,E02003024,5,16
bristol,DRIVE,E02003017,E02003025,5,17
bristol,DRIVE,E02003017,E02003037,5,18
bristol,DRIVE,E02003017,E02003041,5,19
bristol,DRIVE,E02003017,E02003031,5,20
bristol,DRIVE,E02003017,E02003034,5,21
bristol,DRIVE,E02003017,E02003032,5,22
bristol,DRIVE,E02003017,E02003108,5,23
bristol,DRIVE,E02003017,E02006889,5,24
bristol,DRIVE,E02003017,E02003117,5,25
bristol,DRIVE,E02003017,E02003121,5,26
bristol,DRIVE,E02003017,E02003046,5,27
bristol,DRIVE,E02003017,E02003049,5,28
bristol,DRIVE,E02003017,E02003050,5,29
bristol,DRIVE,E02003017,E02003054,5,30
bristol,DRIVE,E02003017,E02003047,5,31
bristol,DRIVE,E02003017,E02003052,5,32
bristol,DRIVE,E02003017,E02003056,5,33
bristol,DRIVE,E02003017,E02003057,5,34
bristol,DRIVE,E02003017,E02003059,5,35
bristol,DRIVE,E02003017,E02003058,5,36
bristol,DRIVE,E02003017,E02003053,5,37
bristol,DRIVE,E02003017,E02003060,5,38
bristol,DRIVE,E02003017,E02003063,5,39
bristol,DRIVE,E02003017,E02003064,5,40
bristol,DRIVE,E02003018,E02003012,6,0
bristol,DRIVE,E02003018,E02003013,6,1
bristol,DRIVE,E02003018,E02003014,6,2
bristol,DRIVE,E02003018,E02003015,6,3
bristol,DRIVE,E02003018,E02003017,6,4
bristol,DRIVE,E02003018,E02003019,6,5
bristol,DRIVE,E02003018,E02003020,6,6
bristol,DRIVE,E02003018,E02003043,6,7
bristol,DRIVE,E02003018,E02003094,6,8
bristol,DRIVE,E02003018,E02003100,6,9
bristol,DRIVE,E02003018,E02003106,6,10
bristol,DRIVE,E02003018,E02003107,6,11
bristol,DRIVE,E02003018,E02006887,6,12
bristol,DRIVE,E02003018,E02003098,6,13
bristol,DRIVE,E02003018,E02003026,6,14
bristol,DRIVE,E02003018,E02003068,6,15
bristol,DRIVE,E02003018,E02003024,6,16
bristol,DRIVE,E02003018,E02003025,6,17
bristol,DRIVE,E02003018,E02003037,6,18
bristol,DRIVE,E02003018,E02003041,6,19
bristol,DRIVE,E02003018,E02003031,6,20
bristol,DRIVE,E02003018,E02003034,6,21
bristol,DRIVE,E02003018,E02003032,6,22
bristol,DRIVE,E02003018,E02003108,6,23
bristol,DRIVE,E02003018,E02006889,6,24
bristol,DRIVE,E02003018,E02003117,6,25
bristol,DRIVE,E02003018,E02003121,6,26
bristol,DRIVE,E02003018,E02003046,6,27
bristol,DRIVE,E02003018,E02003049,6,28
bristol,DRIVE,E02003018,E02003050,6,29
bristol,DRIVE,E02003018,E02003054,6,30
bristol,DRIVE,E02003018,E02003047,6,31
bristol,DRIVE,E02003018,E02003052,6,32
bristol,DRIVE,E02003018,E02003056,6,33
bristol,DRIVE,E02003018,E02003057,6,34
bristol,DRIVE,E02003018,E02003059,6,35
bristol,DRIVE,E02003018,E02003058,6,36
bristol,DRIVE,E02003018,E02003053,6,37
bristol,DRIVE,E02003018,E02003060,6,38
bristol,DRIVE,E02003018,E02003063,6,39
bristol,DRIVE,E02003018,E02003064,6,40
bristol,DRIVE,E02003019,E02003012,7,0
bristol,DRIVE,E02003019,E02003013,7,1
bristol,DRIVE,E02003019,E02003014,7,2
bristol,DRIVE,E02003019,E02003015,7,3
bristol,DRIVE,E02003019,E02003017,7,4
bristol,DRIVE,E02003019,E02003019,7,5
bristol,DRIVE,E02003019,E02003020,7,6
bristol,DRIVE,E02003019,E02003043,7,7
bristol,DRIVE,E02003019,E02003094,7,8
bristol,DRIVE,E02003019,E02003100,7,9
bristol,DRIVE,E02003019,E02003106,7,10
bristol,DRIVE,E02003019,E02003107,7,11
bristol,DRIVE,E02003019,E02006887,7,12
bristol,DRIVE,E02003019,E02003098,7,13
bristol,DRIVE,E02003019,E02003026,7,14
bristol,DRIVE,E02003019,E02003068,7,15
bristol,DRIVE,E02003019,E02003024,7,16
bristol,DRIVE,E02003019,E02003025,7,17
bristol,DRIVE,E02003019,E02003037,7,18
bristol,DRIVE,E02003019,E02003041,7,19
bristol,DRIVE,E02003019,E02003031,7,20
bristol,DRIVE,E02003019,E02003034,7,21
bristol,DRIVE,E02003019,E02003032,7,22
bristol,DRIVE,E02003019,E02003108,7,23
bristol,DRIVE,E02003019,E02006889,7,24
bristol,DRIVE,E02003019,E02003117,7,25
bristol,DRIVE,E02003019,E02003121,7,26
bristol,DRIVE,E02003019,E02003046,7,27
bristol,DRIVE,E02003019,E02003049,7,28
bristol,DRIVE,E02003019,E02003050,7,29
bristol,DRIVE,E02003019,E02003054,7,30
bristol,DRIVE,E02003019,E02003047,7,31
bristol,DRIVE,E02003019,E02003052,7,32
bristol,DRIVE,E02003019,E02003056,7,33
bristol,DRIVE,E02003019,E02003057,7,34
bristol,DRIVE,E02003019,E02003059,7,35
bristol,DRIVE,E02003019,E02003058,7,36
bristol,DRIVE,E02003019,E02003053,7,37
bristol,DRIVE,E02003019,E02003060,7,38
bristol,DRIVE,E02003019,E02003063,7,39
bristol,DRIVE,E02003019,E02003064,7,40
bristol,DRIVE,E02003020,E02003012,8,0
bristol,DRIVE,E02003020,E02003013,8,1
bristol,DRIVE,E02003020,E02003014,8,2
bristol,DRIVE,E02003020,E02003015,8,3
bristol,DRIVE,E02003020,E02003017,8,4
bristol,DRIVE,E02003020,E02003019,8,5
bristol,DRIVE,E02003020,E02003020,8,6
bristol,DRIVE,E02003020,E02003043,8,7
bristol,DRIVE,E02003020,E02003094,8,8
bristol,DRIVE,E02003020,E02003100,8,9
bristol,DRIVE,E02003020,E02003106,8,10
bristol,DRIVE,E02003020,E02003107,8,11
bristol,DRIVE,E02003020,E02006887,8,12
bristol,DRIVE,E02003020,E02003098,8,13
bristol,DRIVE,E02003020,E02003026,8,14
bristol,DRIVE,E02003020,E02003068,8,15
bristol,DRIVE,E02003020,E02003024,8,16
bristol,DRIVE,E02003020,E02003025,8,17
bristol,DRIVE,E02003020,E02003037,8,18
bristol,DRIVE,E02003020,E02003041,8,19
bristol,DRIVE,E02003020,E02003031,8,20
bristol,DRIVE,E02003020,E02003034,8,21
bristol,DRIVE,E02003020,E02003032,8,22
bristol,DRIVE,E02003020,E02003108,8,23
bristol,DRIVE,E02003020,E02006889,8,24
bristol,DRIVE,E02003020,E02003117,8,25
bristol,DRIVE,E02003020,E02003121,8,26
bristol,DRIVE,E02003020,E02003046,8,27
bristol,DRIVE,E02003020,E02003049,8,28
bristol,DRIVE,E02003020,E02003050,8,29
bristol,DRIVE,E02003020,E02003054,8,30
bristol,DRIVE,E02003020,E02003047,8,31
bristol,DRIVE,E02003020,E02003052,8,32
bristol,DRIVE,E02003020,E02003056,8,33
bristol,DRIVE,E02003020,E02003057,8,34
bristol,DRIVE,E02003020,E02003059,8,35
bristol,DRIVE,E02003020,E02003058,8,36
bristol,DRIVE,E02003020,E02003053,8,37
bristol,DRIVE,E02003020,E02003060,8,38
bristol,DRIVE,E02003020,E02003063,8,39
bristol,DRIVE,E02003020,E02003064,8,40
bristol,DRIVE,E02003021,E02003012,9,0
bristol,DRIVE,E02003021,E02003013,9,1
bristol,DRIVE,E02003021,E02003014,9,2
bristol,DRIVE,E02003021,E02003015,9,3
bristol,DRIVE,E02003021,E02003017,9,4
bristol,DRIVE,E02003021,E02003019,9,5
bristol,DRIVE,E02003021,E02003020,9,6
bristol,DRIVE,E02003021,E02003043,9,7
bristol,DRIVE,E02003021,E02003094,9,8
bristol,DRIVE,E02003021,E02003100,9,9
bristol,DRIVE,E02003021,E02003106,9,10
bristol,DRIVE,E02003021,E02003107,9,11
bristol,DRIVE,E02003021,E02006887,9,12
bristol,DRIVE,E02003021,E02003098,9,13
bristol,DRIVE,E02003021,E02003026,9,14
bristol,DRIVE,E02003021,E02003068,9,15
bristol,DRIVE,E02003021,E02003024,9,16
bristol,DRIVE,E02003021,E02003025,9,17
bristol,DRIVE,E02003021,E02003037,9,18
bristol,DRIVE,E02003021,E02003041,9,19
bristol,DRIVE,E02003021,E02003031,9,20
bristol,DRIVE,E02003021,E02003034,9,21
bristol,DRIVE,E02003021,E02003032,9,22
bristol,DRIVE,E02003021,E02003108,9,23
bristol,DRIVE,E02003021,E02006889,9,24
bristol,DRIVE,E02003021,E02003117,9,25
bristol,DRIVE,E02003021,E02003121,9,26
bristol,DRIVE,E02003021,E02003046,9,27
bristol,DRIVE,E02003021,E02003049,9,28
bristol,DRIVE,E02003021,E02003050,9,29
bristol,DRIVE,E02003021,E02003054,9,30
bristol,DRIVE,E02003021,E02003047,9,31
bristol,DRIVE,E02003021,E02003052,9,32
bristol,DRIVE,E02003021,E02003056,9,33
bristol,DRIVE,E02003021,E02003057,9,34
bristol,DRIVE,E02003021,E02003059,9,35
bristol,DRIVE,E02003021,E02003058,9,36
bristol,DRIVE,E02003021,E02003053,9,37
bristol,DRIVE,E02003021,E02003060,9,38
bristol,DRIVE,E02003021,E02003063,9,39
bristol,DRIVE,E02003021,E02003064,9,40
bristol,DRIVE,E02003022,E02003012,10,0
bristol,DRIVE,E02003022,E02003013,10,1
bristol,DRIVE,E02003022,E02003014,10,2
bristol,DRIVE,E02003022,E02003015,10,3
bristol,DRIVE,E02003022,E02003017,10,4
bristol,DRIVE,E02003022,E02003019,10,5
bristol,DRIVE,E02003022,E02003020,10,6
bristol,DRIVE,E02003022,E02003043,10,7
bristol,DRIVE,E02003022,E02003094,10,8
bristol,DRIVE,E02003022,E02003100,10,9
bristol,DRIVE,E02003022,E02003106,10,10
bristol,DRIVE,E02003022,E02003107,10,11
bristol,DRIVE,E02003022,E02006887,10,12
bristol,DRIVE,E02003022,E02003098,10,13
bristol,DRIVE,E02003022,E02003026,10,14
bristol,DRIVE,E02003022,E02003068,10,15
bristol,DRIVE,E02003022,E02003024,10,16
bristol,DRIVE,E02003022,E02003025,10,17
bristol,DRIVE,E02003022,E02003037,10,18
bristol,DRIVE,E02003022,E02003041,10,19
bristol,DRIVE,E02003022,E02003031,10,20
bristol,DRIVE,E02003022,E02003034,10,21
bristol,DRIVE,E02003022,E02003032,10,22
bristol,DRIVE,E02003022,E02003108,10,23
bristol,DRIVE,E02003022,E02006889,10,24
bristol,DRIVE,E02003022,E02003117,10,25
bristol,DRIVE,E02003022,E02003121,10,26
bristol,DRIVE,E02003022,E02003046,10,27
bristol,DRIVE,E02003022,E02003049,10,28
bristol,DRIVE,E02003022,E02003050,10,29
bristol,DRIVE,E02003022,E02003054,10,30
bristol,DRIVE,E02003022,E02003047,10,31
bristol,DRIVE,E02003022,E02003052,10,32
bristol,DRIVE,E02003022,E02003056,10,33
bristol,DRIVE,E02003022,E02003057,10,34
bristol,DRIVE,E02003022,E02003059,10,35
bristol,DRIVE,E02003022,E02003058,10,36
bristol,DRIVE,E02003022,E02003053,10,37
bristol,DRIVE,E02003022,E02003060,10,38
bristol,DRIVE,E02003022,E02003063,10,39
bristol,DRIVE,E02003022,E02003064,10,40
bristol,DRIVE,E02003023,E02003012,11,0
bristol,DRIVE,E02003023,E02003013,11,1
bristol,DRIVE,E02003023,E02003014,11,2
bristol,DRIVE,E02003023,E02003015,11,3
bristol,DRIVE,E02003023,E02003017,11,4
bristol,DRIVE,E02003023,E02003019,11,5
bristol,DRIVE,E02003023,E02003020,11,6
bristol,DRIVE,E02003023,E02003043,11,7
bristol,DRIVE,E02003023,E02003094,11,8
bristol,DRIVE,E02003023,E02003100,11,9
bristol,DRIVE,E02003023,E02003106,11,10
bristol,DRIVE,E02003023,E02003107,11,11
bristol,DRIVE,E02003023,E02006887,11,12
bristol,DRIVE,E02003023,E02003098,11,13
bristol,DRIVE,E02003023,E02003026,11,14
bristol,DRIVE,E02003023,E02003068,11,15
bristol,DRIVE,E02003023,E02003024,11,16
bristol,DRIVE,E02003023,E02003025,11,17
bristol,DRIVE,E02003023,E02003037,11,18
bristol,DRIVE,E02003023,E02003041,11,19
bristol,DRIVE,E02003023,E02003031,11,20
bristol,DRIVE,E02003023,E02003034,11,21
bristol,DRIVE,E02003023,E02003032,11,22
bristol,DRIVE,E02003023,E02003108,11,23
bristol,DRIVE,E02003023,E02006889,11,24
bristol,DRIVE,E02003023,E02003117,11,25
bristol,DRIVE,E02003023,E02003121,11,26
bristol,DRIVE,E02003023,E02003046,11,27
bristol,DRIVE,E02003023,E02003049,11,28
bristol,DRIVE,E02003023,E02003050,11,29
bristol,DRIVE,E02003023,E02003054,11,30
bristol,DRIVE,E02003023,E02003047,11,31
bristol,DRIVE,E02003023,E02003052,11,32
bristol,DRIVE,E02003023,E02003056,11,33
bristol,DRIVE,E02003023,E02003057,11,34
bristol,DRIVE,E02003023,E02003059,11,35
bristol,DRIVE,E02003023,E02003058,11,36
bristol,DRIVE,E02003023,E02003053,11,37
bristol,DRIVE,E02003023,E02003060,11,38
bristol,DRIVE,E02003023,E02003063,11,39
bristol,DRIVE,E02003023,E02003064,11,40
bristol,DRIVE,E02003024,E02003012,12,0
bristol,DRIVE,E02003024,E02003013,12,1
bristol,DRIVE,E02003024,E02003014,12,2
bristol,DRIVE,E02003024,E02003015,12,3
bristol,DRIVE,E02003024,E02003017,12,4
bristol,DRIVE,E02003024,E02003019,12,5
bristol,DRIVE,E02003024,E02003020,12,6
bristol,DRIVE,E02003024,E02003043,12,7
bristol,DRIVE,E02003024,E02003094,12,8
bristol,DRIVE,E02003024,E02003100,12,9
bristol,DRIVE,E02003024,E02003106,12,10
bristol,DRIVE,E02003024,E02003107,12,11
bristol,DRIVE,E02003024,E02006887,12,12
bristol,DRIVE,E02003024,E02003098,12,13
bristol,DRIVE,E02003024,E02003026,12,14
bristol,DRIVE,E02003024,E02003068,12,15
bristol,DRIVE,E02003024,E02003024,12,16
bristol,DRIVE,E02003024,E02003025,12,17
bristol,DRIVE,E02003024,E02003037,12,18
bristol,DRIVE,E02003024,E02003041,12,19
bristol,DRIVE,E02003024,E02003031,12,20
bristol,DRIVE,E02003024,E02003034,12,21
bristol,DRIVE,E02003024,E02003032,12,22
bristol,DRIVE,E02003024,E02003108,12,23
bristol,DRIVE,E02003024,E02006889,12,24
bristol,DRIVE,E02003024,E02003117,12,25
bristol,DRIVE,E02003024,E02003121,12,26
bristol,DRIVE,E02003024,E02003046,12,27
