Year	Time of Day	Vehicle	Notes	Units	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday
2024	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	201.3	213.9	216.8	216.6	210.0	159.2	143.9
2024	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	147.0	159.3	163.8	167.5	170.9	134.5	122.8
2024	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	102.2	108.1	113.0	119.1	125.6	103.2	100.2
2024	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	71.9	75.1	79.0	84.5	88.3	77.3	76.1
2024	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	52.8	56.0	58.9	63.0	66.0	61.1	53.4
2024	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	34.8	39.5	41.6	44.5	52.1	51.4	36.9
2024	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	18.6	20.5	22.1	24.6	35.0	38.4	21.7
2024	00:00 to 01:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	10.5	9.4	10.1	10.6	12.4	16.9	20.4
2024	01:00 to 02:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	7.1	6.7	6.9	7.3	8.4	10.7	12.5
2024	02:00 to 03:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	6.1	5.8	6.1	6.4	7.2	8.1	8.9
2024	03:00 to 04:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	7.8	7.2	7.2	7.5	8.3	7.6	7.6
2024	04:00 to 05:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	15.3	13.6	13.1	13.4	13.7	9.5	8.1
2024	05:00 to 06:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	44.2	42.0	41.3	40.7	37.8	18.1	12.4
2024	06:00 to 07:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	111.5	116.4	116.2	113.7	102.4	36.2	21.0
2024	07:00 to 08:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	192.5	208.8	209.7	205.0	185.7	64.7	35.1
2024	08:00 to 09:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	208.5	223.3	224.2	221.9	203.7	99.4	56.7
2024	09:00 to 10:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	166.6	173.4	173.3	174.1	170.9	131.0	91.6
2024	10:00 to 11:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	154.8	153.0	153.8	157.2	167.9	152.5	122.6
2024	11:00 to 12:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	158.3	155.5	156.5	160.5	178.7	164.4	142.5
2024	12:00 to 13:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	160.2	157.9	159.5	165.7	188.3	165.2	149.4
2024	13:00 to 14:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	159.3	160.2	162.6	168.0	192.1	155.3	143.4
2024	14:00 to 15:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	171.9	175.2	178.4	184.0	205.8	144.3	135.9
2024	15:00 to 16:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	199.9	207.9	211.7	215.9	227.0	135.9	131.7
2024	16:00 to 17:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	210.7	222.9	226.2	228.0	217.1	132.2	126.1
2024	17:00 to 18:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	185.5	199.3	202.0	203.3	186.8	122.6	111.2
2024	18:00 to 19:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	127.9	140.2	145.0	148.9	142.9	102.3	95.2
2024	19:00 to 20:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	84.7	90.8	95.6	101.2	101.0	77.6	76.7
2024	20:00 to 21:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	56.2	58.9	62.8	67.8	67.1	56.1	56.4
2024	21:00 to 22:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	38.4	41.0	43.6	47.8	48.0	43.8	38.9
2024	22:00 to 23:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	25.4	28.4	30.6	33.1	36.4	37.1	26.7
2024	23:00 to 00:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	15.3	16.6	18.1	20.3	26.0	29.2	16.8
2024	00:00 to 01:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	20.2	31.5	33.6	33.3	34.1	29.9	15.8
2024	01:00 to 02:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	19.8	30.6	32.2	32.4	33.1	28.2	14.0
2024	02:00 to 03:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	21.6	32.2	33.4	33.7	34.2	27.6	13.2
2024	03:00 to 04:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	28.0	38.6	39.6	40.1	40.2	29.7	13.8
2024	04:00 to 05:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	47.0	58.1	59.1	59.8	58.4	34.7	16.0
2024	05:00 to 06:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	86.2	97.7	99.2	100.0	95.6	43.5	20.0
2024	06:00 to 07:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	143.8	159.0	162.1	162.8	155.3	57.9	26.4
2024	07:00 to 08:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	183.3	200.4	204.3	206.4	200.7	72.7	34.1
2024	08:00 to 09:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	196.6	211.3	215.0	216.6	211.3	79.5	41.4
2024	09:00 to 10:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	203.0	219.4	222.1	222.8	214.5	81.5	46.4
2024	10:00 to 11:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	202.5	218.1	220.7	221.9	214.1	80.9	51.5
2024	11:00 to 12:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	204.3	219.9	221.9	224.2	215.3	79.5	55.0
2024	12:00 to 13:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	200.1	215.5	218.3	220.7	209.2	75.1	54.9
2024	13:00 to 14:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	198.0	215.0	218.2	220.3	203.1	69.7	53.8
2024	14:00 to 15:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	197.2	213.4	217.4	219.3	195.3	65.0	53.4
2024	15:00 to 16:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	186.2	198.9	202.3	203.0	175.6	60.4	53.0
2024	16:00 to 17:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	155.5	163.6	166.0	166.7	143.2	55.3	51.2
2024	17:00 to 18:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	116.6	121.9	123.5	124.8	109.4	49.6	48.9
2024	18:00 to 19:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	90.5	95.0	97.6	99.8	87.3	43.5	45.7
2024	19:00 to 20:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	70.1	73.8	76.5	78.5	70.2	36.0	40.9
2024	20:00 to 21:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	55.7	57.7	60.0	61.7	55.9	29.1	34.9
2024	21:00 to 22:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	45.0	46.3	48.0	49.6	45.2	24.0	29.0
2024	22:00 to 23:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	38.2	39.0	40.3	41.4	37.7	20.1	24.3
2024	23:00 to 00:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	34.0	34.9	36.1	36.8	32.8	17.7	21.9
