Year	Time of Day	Vehicle	Notes	Units	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday
2008	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	16.0	12.0	12.0	14.0	15.0	23.0	27.0
2008	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	9.0	7.0	7.0	7.0	8.0	14.0	17.0
2008	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	6.0	5.0	5.0	5.0	6.0	10.0	11.0
2008	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	7.0	6.0	5.0	6.0	7.0	9.0	8.0
2008	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	14.0	10.0	9.0	10.0	11.0	11.0	8.0
2008	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	39.0	30.0	28.0	28.0	28.0	20.0	12.0
2008	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	97.0	88.0	86.0	86.0	79.0	36.0	21.0
2008	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	175.0	178.0	178.0	178.0	162.0	63.0	35.0
2008	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	185.0	194.0	194.0	194.0	177.0	100.0	54.0
2008	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	145.0	147.0	149.0	149.0	141.0	139.0	94.0
2008	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	138.0	128.0	131.0	131.0	143.0	177.0	140.0
2008	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	142.0	127.0	130.0	131.0	155.0	195.0	168.0
2008	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	142.0	130.0	134.0	135.0	167.0	193.0	177.0
2008	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	143.0	134.0	139.0	141.0	177.0	182.0	170.0
2008	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	145.0	142.0	147.0	149.0	186.0	169.0	167.0
2008	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	160.0	162.0	168.0	170.0	202.0	160.0	172.0
2008	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	192.0	199.0	205.0	206.0	218.0	159.0	181.0
2008	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	208.0	216.0	220.0	222.0	221.0	159.0	172.0
2008	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	158.0	167.0	172.0	178.0	184.0	135.0	150.0
2008	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	101.0	105.0	112.0	122.0	143.0	102.0	125.0
2008	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	69.0	70.0	74.0	84.0	103.0	72.0	99.0
2008	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	52.0	53.0	56.0	62.0	71.0	54.0	72.0
2008	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	37.0	41.0	43.0	46.0	51.0	45.0	48.0
2008	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	22.0	24.0	26.0	28.0	36.0	38.0	29.0
2009	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	16.0	12.0	12.0	13.0	15.0	23.0	27.0
2009	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	9.0	7.0	7.0	8.0	8.0	13.0	16.0
2009	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	6.0	5.0	5.0	6.0	6.0	9.0	10.0
2009	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	7.0	5.0	5.0	6.0	6.0	8.0	8.0
2009	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	14.0	10.0	9.0	10.0	10.0	10.0	8.0
2009	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	37.0	29.0	28.0	28.0	27.0	18.0	12.0
2009	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	94.0	87.0	85.0	82.0	76.0	34.0	21.0
2009	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	177.0	179.0	177.0	172.0	159.0	60.0	34.0
2009	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	187.0	197.0	197.0	190.0	175.0	98.0	55.0
2009	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	143.0	148.0	149.0	145.0	139.0	138.0	96.0
2009	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	139.0	129.0	132.0	131.0	144.0	176.0	143.0
2009	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	144.0	128.0	132.0	134.0	157.0	194.0	172.0
2009	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	145.0	131.0	136.0	139.0	169.0	191.0	178.0
2009	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	145.0	135.0	141.0	144.0	179.0	182.0	172.0
2009	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	148.0	143.0	149.0	153.0	189.0	168.0	170.0
2009	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	161.0	162.0	169.0	172.0	204.0	161.0	175.0
2009	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	192.0	202.0	207.0	208.0	219.0	159.0	183.0
2009	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	207.0	218.0	222.0	221.0	222.0	157.0	172.0
2009	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	156.0	165.0	171.0	174.0	183.0	134.0	149.0
2009	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	99.0	104.0	112.0	118.0	140.0	101.0	125.0
2009	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	69.0	69.0	74.0	83.0	101.0	72.0	98.0
2009	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	51.0	53.0	56.0	61.0	70.0	53.0	72.0
2009	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	37.0	41.0	43.0	44.0	51.0	45.0	47.0
2009	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	22.0	24.0	26.0	27.0	35.0	38.0	29.0
2010	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	15.3	11.5	12.1	13.0	14.8	21.8	25.8
2010	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	8.5	6.6	6.6	7.2	8.7	12.9	15.6
2010	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	5.9	5.0	5.0	5.4	6.5	8.9	10.1
2010	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	6.9	5.7	5.5	5.8	6.7	8.0	8.1
2010	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	14.3	10.0	9.8	10.2	10.5	10.0	8.4
2010	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	39.3	30.7	30.0	29.6	27.4	18.6	12.6
2010	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	98.8	90.0	88.9	87.0	75.9	34.5	21.7
2010	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	181.6	183.1	181.6	179.0	154.1	59.9	35.0
2010	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	191.9	200.1	198.9	195.9	170.0	97.1	55.2
2010	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	145.4	149.7	150.5	149.4	135.1	136.7	95.0
2010	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	140.7	129.9	131.1	132.6	141.3	173.3	141.2
2010	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	143.0	128.4	129.8	134.6	155.8	192.6	171.1
2010	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	143.9	131.6	133.1	139.4	167.8	189.5	177.6
2010	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	142.8	135.7	138.0	144.8	177.8	176.2	170.4
2010	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	147.9	143.2	146.6	153.4	188.2	164.2	167.1
2010	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	161.8	163.2	167.8	173.9	203.5	156.9	172.1
2010	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	194.0	203.6	207.6	213.7	218.0	156.3	180.6
2010	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	211.6	222.5	223.4	223.9	218.5	155.1	170.1
2010	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	157.9	168.9	173.2	179.3	180.1	133.5	146.9
2010	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	99.0	105.3	110.7	119.9	136.6	100.2	121.0
2010	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	67.5	69.2	73.9	83.5	96.2	69.6	94.5
2010	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	51.1	53.2	55.3	61.9	67.2	52.5	68.7
2010	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	36.5	41.5	42.6	44.7	48.7	44.4	45.4
2010	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	21.1	23.8	25.2	27.1	33.6	36.5	27.7
2011	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	15.1	11.5	12.1	12.7	14.6	21.5	25.8
2011	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	8.3	6.5	6.6	6.9	8.4	13.0	15.6
2011	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	5.9	4.9	5.0	5.1	6.3	9.1	10.1
2011	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	6.9	5.5	5.4	5.6	6.6	8.1	8.0
2011	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	13.8	10.4	9.8	9.9	10.7	10.1	8.3
2011	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	38.6	31.4	30.0	29.7	28.6	19.0	12.9
2011	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	97.2	93.0	90.1	88.7	79.2	35.1	22.3
2011	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	174.2	183.6	181.8	179.2	160.3	59.8	35.6
2011	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	183.7	196.6	197.1	195.1	174.4	96.8	55.6
2011	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	142.7	146.9	147.7	146.9	139.9	135.6	96.8
2011	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	140.1	129.2	131.1	132.7	145.4	172.7	142.9
2011	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	145.8	128.2	130.6	134.5	158.5	191.0	172.3
2011	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	145.3	130.2	133.0	137.9	169.4	187.7	179.3
2011	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	144.0	133.1	136.6	142.6	178.3	176.8	169.8
2011	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	146.4	140.2	145.4	151.8	188.9	163.6	166.2
2011	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	159.4	160.3	166.3	172.7	204.7	155.8	171.2
2011	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	191.6	201.6	206.3	210.8	222.9	155.5	180.2
2011	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	209.0	221.3	225.4	227.2	223.0	154.5	171.1
2011	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	157.3	167.9	173.8	180.6	185.0	131.1	149.4
2011	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	100.4	104.8	111.8	121.7	140.4	98.3	123.9
2011	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	69.6	69.8	75.6	84.5	99.2	69.7	97.0
2011	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	51.3	52.6	55.9	62.3	68.6	52.0	69.4
2011	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	36.4	40.6	42.0	44.8	50.3	44.0	45.1
2011	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	21.0	23.3	24.7	27.0	34.3	36.3	27.7
2012	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	15.0	11.0	12.0	12.0	14.0	21.0	26.0
2012	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	8.0	6.0	6.0	7.0	8.0	13.0	16.0
2012	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	6.0	5.0	5.0	5.0	6.0	9.0	10.0
2012	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	7.0	5.0	5.0	6.0	6.0	8.0	8.0
2012	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	14.0	10.0	10.0	10.0	11.0	10.0	9.0
2012	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	39.0	32.0	31.0	31.0	29.0	19.0	13.0
2012	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	97.0	93.0	92.0	90.0	81.0	36.0	23.0
2012	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	173.0	182.0	183.0	182.0	163.0	61.0	36.0
2012	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	182.0	195.0	198.0	197.0	177.0	99.0	56.0
2012	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	141.0	145.0	147.0	148.0	140.0	138.0	96.0
2012	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	138.0	127.0	131.0	133.0	146.0	176.0	142.0
2012	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	145.0	127.0	131.0	135.0	160.0	195.0	172.0
2012	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	145.0	129.0	134.0	139.0	171.0	191.0	180.0
2012	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	145.0	131.0	137.0	143.0	179.0	179.0	171.0
2012	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	148.0	139.0	145.0	153.0	189.0	167.0	168.0
2012	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	160.0	159.0	166.0	174.0	206.0	159.0	172.0
2012	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	192.0	200.0	206.0	212.0	226.0	158.0	180.0
2012	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	207.0	219.0	224.0	228.0	226.0	157.0	168.0
2012	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	155.0	167.0	174.0	181.0	186.0	133.0	146.0
2012	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	98.0	104.0	112.0	121.0	140.0	100.0	119.0
2012	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	67.0	69.0	75.0	83.0	98.0	70.0	92.0
2012	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	50.0	52.0	56.0	61.0	68.0	52.0	65.0
2012	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	35.0	40.0	42.0	44.0	50.0	45.0	43.0
2012	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	20.0	23.0	24.0	26.0	34.0	37.0	26.0
2013	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	15.0	11.0	12.0	12.0	14.0	21.0	26.0
2013	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	8.0	7.0	6.0	7.0	8.0	12.0	15.0
2013	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	6.0	5.0	5.0	5.0	6.0	8.0	10.0
2013	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	7.0	6.0	5.0	6.0	6.0	8.0	8.0
2013	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	14.0	11.0	10.0	10.0	11.0	10.0	8.0
2013	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	40.0	33.0	32.0	32.0	30.0	20.0	13.0
2013	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	102.0	97.0	95.0	94.0	84.0	36.0	23.0
2013	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	179.0	184.0	184.0	183.0	164.0	62.0	37.0
2013	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	186.0	193.0	194.0	194.0	174.0	100.0	58.0
2013	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	144.0	145.0	147.0	147.0	140.0	139.0	99.0
2013	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	139.0	128.0	129.0	133.0	145.0	175.0	146.0
2013	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	144.0	127.0	129.0	134.0	159.0	193.0	175.0
2013	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	144.0	129.0	131.0	138.0	171.0	189.0	181.0
2013	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	143.0	133.0	135.0	142.0	179.0	178.0	173.0
2013	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	146.0	141.0	144.0	152.0	189.0	165.0	169.0
2013	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	160.0	161.0	165.0	173.0	204.0	158.0	173.0
2013	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	192.0	201.0	205.0	211.0	220.0	158.0	179.0
2013	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	208.0	217.0	222.0	226.0	219.0	155.0	168.0
2013	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	157.0	166.0	173.0	180.0	181.0	131.0	147.0
2013	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	100.0	103.0	110.0	121.0	137.0	99.0	121.0
2013	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	69.0	68.0	73.0	83.0	97.0	70.0	94.0
2013	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	51.0	51.0	55.0	61.0	68.0	52.0	67.0
2013	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	36.0	39.0	41.0	44.0	49.0	45.0	44.0
2013	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	20.0	22.0	24.0	26.0	34.0	37.0	26.0
2014	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	15.0	11.0	12.0	12.0	14.0	21.0	25.0
2014	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	8.0	6.0	7.0	7.0	8.0	12.0	15.0
2014	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	6.0	5.0	5.0	5.0	6.0	9.0	10.0
2014	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	7.0	6.0	6.0	6.0	6.0	8.0	8.0
2014	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	15.0	11.0	10.0	10.0	11.0	10.0	8.0
2014	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	42.0	34.0	33.0	33.0	31.0	19.0	13.0
2014	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	107.0	100.0	97.0	96.0	86.0	37.0	22.0
2014	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	180.0	185.0	180.0	180.0	162.0	63.0	37.0
2014	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	185.0	193.0	189.0	188.0	169.0	100.0	57.0
2014	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	144.0	146.0	144.0	147.0	139.0	140.0	98.0
2014	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	139.0	128.0	129.0	132.0	144.0	175.0	143.0
2014	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	142.0	126.0	130.0	134.0	156.0	192.0	173.0
2014	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	142.0	128.0	133.0	138.0	168.0	188.0	181.0
2014	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	141.0	131.0	136.0	142.0	174.0	177.0	173.0
2014	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	145.0	141.0	145.0	152.0	184.0	166.0	169.0
2014	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	160.0	162.0	165.0	173.0	201.0	159.0	174.0
2014	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	193.0	204.0	203.0	209.0	213.0	158.0	182.0
2014	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	209.0	219.0	219.0	222.0	215.0	156.0	171.0
2014	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	160.0	170.0	173.0	179.0	179.0	133.0	148.0
2014	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	102.0	107.0	113.0	123.0	136.0	101.0	125.0
2014	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	69.0	71.0	75.0	85.0	97.0	72.0	98.0
2014	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	51.0	53.0	55.0	62.0	68.0	54.0	70.0
2014	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	36.0	40.0	41.0	45.0	50.0	45.0	45.0
2014	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	21.0	22.0	24.0	26.0	35.0	37.0	27.0
2015	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	14.6	11.4	12.1	12.7	14.1	21.6	26.1
2015	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	8.1	6.6	6.7	7.3	8.1	12.5	15.6
2015	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	5.9	5.1	5.1	5.5	6.1	8.5	9.8
2015	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	7.2	6.0	5.8	6.1	6.7	8.0	8.3
2015	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	14.7	11.3	10.8	10.9	11.2	10.4	8.8
2015	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	42.9	36.6	35.0	34.2	32.6	20.5	13.9
2015	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	104.4	103.4	100.8	97.2	88.6	38.1	24.0
2015	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	172.6	182.8	180.7	174.5	160.3	63.7	38.0
2015	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	174.7	187.0	186.0	179.6	164.8	101.7	58.8
2015	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	138.9	142.6	142.9	139.7	135.0	140.9	101.3
2015	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	138.0	127.8	129.5	129.6	143.9	175.9	147.9
2015	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	143.5	127.7	130.4	133.2	157.7	192.9	176.6
2015	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	143.7	129.7	133.1	137.2	167.4	190.8	183.9
2015	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	143.2	132.3	136.2	141.1	173.6	180.7	177.1
2015	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	148.0	141.2	145.9	151.3	182.8	168.3	173.5
2015	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	162.3	162.6	168.1	171.6	198.6	161.5	176.4
2015	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	193.7	201.2	205.0	205.1	216.6	160.6	181.4
2015	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	206.5	215.2	217.3	215.0	215.2	157.7	168.9
2015	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	157.5	166.8	171.0	173.2	179.6	134.3	147.4
2015	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	101.7	106.0	111.8	118.8	136.3	101.7	122.8
2015	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	70.2	71.6	76.1	83.7	97.4	73.6	96.3
2015	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	51.7	53.5	56.4	61.4	69.4	55.7	69.0
2015	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	36.4	40.3	41.6	44.1	51.7	47.5	44.5
2015	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	20.8	22.9	23.8	26.0	35.4	38.1	26.5
2016	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	10.7	9.2	10.0	10.6	12.3	20.9	25.5
2016	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	5.7	5.0	5.2	5.4	6.6	11.8	15.2
2016	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	4.1	3.8	3.8	3.9	4.8	7.6	9.4
2016	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	4.9	4.3	4.2	4.4	5.1	6.6	7.5
2016	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	10.3	8.2	8.0	8.2	8.4	7.6	7.1
2016	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	33.6	29.9	29.4	29.3	27.6	16.0	11.2
2016	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	87.4	85.0	83.7	82.7	75.0	29.9	19.6
2016	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	175.7	177.3	175.5	173.9	158.6	54.6	33.0
2016	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	200.6	204.0	203.5	204.3	188.2	94.6	52.2
2016	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	141.7	146.2	146.3	147.8	143.0	134.7	96.0
2016	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	134.5	131.5	132.7	135.6	145.1	168.9	141.9
2016	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	140.9	134.5	136.9	140.7	156.6	186.9	167.6
2016	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	143.8	139.0	142.1	145.8	168.2	190.5	181.0
2016	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	143.5	139.9	142.8	147.0	171.3	181.5	172.9
2016	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	150.8	149.9	153.6	156.4	181.8	170.8	165.6
2016	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	172.5	175.7	179.8	182.8	206.2	162.0	163.9
2016	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	202.0	209.7	211.2	213.1	220.5	160.9	162.6
2016	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	220.0	227.5	229.6	229.7	220.4	155.1	145.3
2016	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	162.9	173.6	177.5	180.3	178.5	132.3	124.3
2016	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	107.1	115.3	119.8	125.5	132.0	102.3	101.7
2016	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	72.3	77.4	81.4	87.1	90.4	71.8	77.1
2016	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	52.9	58.4	60.5	64.3	65.2	54.6	55.1
2016	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	35.7	40.9	42.7	45.3	50.6	46.9	36.0
2016	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	18.4	20.9	22.1	24.6	34.5	36.9	20.9
2016	00:00 to 01:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	10.2	9.6	10.4	11.1	13.3	20.0	24.5
2016	01:00 to 02:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	6.7	6.5	6.8	7.3	8.7	13.2	16.8
2016	02:00 to 03:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	5.7	5.5	5.7	6.0	7.3	9.4	11.4
2016	03:00 to 04:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	7.4	7.0	6.9	7.3	8.0	8.7	9.3
2016	04:00 to 05:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	16.2	13.4	13.0	13.3	12.9	10.1	8.8
2016	05:00 to 06:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	44.5	38.6	37.6	37.4	34.2	18.3	12.1
2016	06:00 to 07:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	113.6	110.8	109.4	108.5	97.9	36.5	20.0
2016	07:00 to 08:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	204.8	209.5	206.8	206.1	188.3	66.0	33.0
2016	08:00 to 09:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	216.0	220.8	219.9	219.2	202.1	96.7	49.7
2016	09:00 to 10:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	173.2	176.6	176.1	176.6	168.4	125.5	81.9
2016	10:00 to 11:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	156.4	156.8	157.5	159.7	164.2	146.1	112.6
2016	11:00 to 12:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	158.5	157.5	159.2	162.1	173.2	157.8	130.3
2016	12:00 to 13:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	158.0	158.3	161.5	165.8	180.6	158.5	140.0
2016	13:00 to 14:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	158.6	159.7	163.3	167.8	185.4	149.2	133.2
